produto_id,categoria,preco,quantidade,data_venda
218,Eletronicos,36.11,2,2024-06-26
219,Eletronicos,227.57,17,2024-02-13
220,Roupas,67.61,2,2024-03-12
221,Eletronicos,21.96,4,2024-08-09
222,Alimentos,90.85,11,2024-11-06
223,Livros,64.72,19,2024-08-15
224,Eletronicos,45.34,13,2024-11-24
225,Eletronicos,5.61,18,2024-08-20
226,Roupas,34.26,19,2024-09-24
227,Roupas,122.91,15,2024-09-10
228,Alimentos,12.51,12,2024-06-11
229,Livros,20.77,11,2024-01-06
230,Roupas,1.99,1,2024-02-16
231,Eletronicos,121.53,16,2024-03-08
232,Livros,198.31,13,2024-09-10
233,Livros,170.28,6,2024-02-28
234,Eletronicos,222.51,6,2024-04-28
235,Roupas,80.23,10,2024-07-04
236,Eletronicos,19.66,2,2024-02-17
237,Livros,205.1,3,2024-07-09
238,Casa,93.58,6,2024-09-21
239,Casa,70.71,16,2024-06-20
240,Alimentos,87.4,6,2024-02-15
241,Eletronicos,40.72,13,2024-05-22
242,Eletronicos,17.84,4,2024-09-02
243,Alimentos,12.83,15,2024-08-03
244,Alimentos,10.84,6,2024-06-24
245,Alimentos,233.91,1,2024-11-23
246,Livros,190.67,9,2024-05-24
247,Eletronicos,6.68,12,2024-02-04
248,Livros,208.26,11,2024-05-11
249,Alimentos,334.9,13,2024-10-30
250,Eletronicos,198.48,1,2024-06-01
251,Livros,214.7,19,2024-10-28
252,Livros,59.66,4,2024-02-17
253,Alimentos,350.44,5,2024-06-16
254,Eletronicos,234.6,17,2024-06-26
255,Alimentos,307.03,5,2024-09-19
256,Eletronicos,387.3,19,2024-04-04
257,Casa,92.86,3,2024-11-11
258,Roupas,245.48,11,2024-10-17
259,Roupas,21.78,2,2024-08-17
260,Roupas,44.03,14,2024-07-09
261,Alimentos,21.26,6,2024-05-23
262,Casa,245.93,19,2024-06-12
263,Eletronicos,132.7,1,2024-01-19
264,Livros,171.81,7,2024-03-08
265,Eletronicos,124.05,2,2024-04-07
266,Livros,234.22,19,2024-01-07
267,Eletronicos,161.83,1,2024-10-29
268,Casa,201.64,9,2024-06-25
269,Livros,291.7,17,2024-07-24
270,Alimentos,177.29,10,2024-10-25
271,Eletronicos,133.87,6,2024-10-14
272,Eletronicos,60.57,3,2024-08-16
273,Livros,222.75,15,2024-04-28
274,Alimentos,251.39,6,2024-09-26
275,Alimentos,37.48,3,2024-03-21
276,Casa,412.17,10,2024-06-08
277,Alimentos,156.2,12,2024-07-06
278,Alimentos,71.45,1,2024-07-06
279,Alimentos,267.72,16,2024-11-03
280,Roupas,44.65,17,2024-07-12
281,Casa,259.67,10,2024-09-16
282,Eletronicos,211.64,12,2024-07-09
283,Livros,226.91,19,2024-10-15
284,Eletronicos,54.17,8,2024-04-15
285,Casa,9.68,8,2024-05-08
286,Livros,20.82,10,2024-04-06
287,Casa,8.6,10,2024-03-04
288,Alimentos,48.92,18,2024-05-07
289,Livros,50.52,10,2024-08-10
290,Alimentos,132.91,7,2024-10-19
291,Eletronicos,116.09,4,2024-11-21
292,Eletronicos,52.39,1,2024-04-13
293,Livros,120.24,11,2024-05-31
294,Livros,21.08,19,2024-04-23
295,Casa,49.33,5,2024-02-24
296,Casa,102.28,8,2024-04-30
297,Alimentos,43.45,2,2024-08-04
298,Livros,347.5,2,2024-05-02
299,Eletronicos,96.09,14,2024-01-03
300,Casa,141.15,9,2024-04-01
301,Casa,64.98,10,2024-06-12
302,Eletronicos,72.11,13,2024-04-28
303,Casa,70.9,1,2024-03-01
304,Alimentos,138.88,14,2024-08-01
305,Livros,180.02,2,2024-09-03
306,Eletronicos,2.52,4,2024-08-22
307,Livros,13.61,19,2024-12-22
308,Casa,32.92,1,2024-10-15
309,Casa,48.9,4,2024-03-18
310,Eletronicos,287.98,11,2024-01-24
311,Alimentos,201.45,13,2024-11-03
312,Roupas,3.69,18,2024-04-10
313,Eletronicos,301.57,10,2024-09-07
314,Roupas,39.65,5,2024-05-02
315,Roupas,342.05,1,2024-08-02
316,Alimentos,130.88,14,2024-09-18
317,Roupas,120.58,16,2024-11-27
318,Roupas,263.55,18,2024-12-11
319,Alimentos,16.61,3,2024-05-02
320,Roupas,47.7,3,2024-09-08
321,Roupas,270.53,4,2024-11-15
322,Roupas,60.77,7,2024-12-02
323,Eletronicos,106.75,13,2024-06-06
324,Eletronicos,94.88,9,2024-11-22
325,Eletronicos,190.17,3,2024-05-28
326,Alimentos,186.06,17,2024-03-05
327,Casa,12.99,15,2024-12-23
328,Roupas,42.98,10,2024-01-04
329,Roupas,76.39,15,2024-06-22
330,Alimentos,133.99,1,2024-05-15
331,Roupas,79.32,10,2024-08-31
332,Eletronicos,93.21,7,2024-02-29
333,Casa,74.23,7,2024-02-14
334,Livros,18.64,3,2024-03-12
335,Roupas,31.71,7,2024-04-04
336,Eletronicos,254.82,9,2024-01-31
337,Livros,56.28,8,2024-06-04
338,Casa,126.62,3,2024-08-27
339,Livros,139.71,5,2024-03-04
340,Eletronicos,87.12,13,2024-11-18
341,Livros,107.4,13,2024-04-18
342,Alimentos,471.92,8,2024-03-08
343,Livros,100.18,18,2024-02-04
344,Roupas,177.52,7,2024-09-07
345,Roupas,3.24,10,2024-12-19
346,Alimentos,173.7,10,2024-02-05
347,Eletronicos,128.42,11,2024-05-11
348,Roupas,132.68,12,2024-10-31
349,Casa,84.15,13,2024-08-09
350,Roupas,32.92,8,2024-06-15
351,Roupas,163.72,17,2024-09-30
352,Eletronicos,94.18,14,2024-02-29
353,Livros,59.81,17,2024-12-07
354,Roupas,171.48,19,2024-04-22
355,Alimentos,216.61,16,2024-08-08
356,Livros,386.75,9,2024-10-05
357,Casa,162.9,10,2024-03-08
358,Eletronicos,92.51,9,2024-11-10
359,Casa,205.95,1,2024-12-11
360,Livros,8.16,3,2024-09-19
361,Livros,179.39,11,2024-09-25
362,Livros,127.75,7,2024-05-10
363,Casa,174.4,18,2024-09-23
364,Livros,42.69,13,2024-07-26
365,Casa,169.98,18,2024-07-30
366,Livros,33.23,16,2024-02-20
367,Alimentos,21.37,16,2024-10-14
368,Livros,237.58,10,2024-02-11
369,Casa,321.19,9,2024-09-03
370,Roupas,57.19,8,2024-07-13
371,Livros,88.64,19,2024-08-31
372,Roupas,94.37,3,2024-07-18
373,Alimentos,17.86,9,2024-12-23
374,Eletronicos,38.23,2,2024-04-30
375,Alimentos,94.03,19,2024-11-29
376,Livros,53.6,8,2024-11-23
377,Roupas,104.86,18,2024-07-21
378,Roupas,207.35,8,2024-04-15
379,Casa,241.48,5,2024-09-06
380,Roupas,6.91,6,2024-10-15
381,Casa,65.94,10,2024-03-19
382,Eletronicos,15.07,15,2024-06-13
383,Livros,190.65,4,2024-11-29
384,Casa,104.33,3,2024-04-28
385,Eletronicos,83.5,9,2024-02-26
386,Roupas,151.06,16,2024-07-06
387,Roupas,57.81,16,2024-02-21
388,Eletronicos,68.31,15,2024-03-12
389,Roupas,16.73,9,2024-08-28
390,Eletronicos,118.91,17,2024-11-19
391,Casa,7.15,12,2024-04-09
392,Casa,22.45,8,2024-12-03
393,Eletronicos,115.41,14,2024-06-03
394,Casa,200.2,18,2024-02-28
395,Casa,166.72,12,2024-10-01
396,Casa,140.3,14,2024-09-15
397,Alimentos,82.54,5,2024-07-19
398,Livros,163.21,1,2024-10-21
399,Roupas,430.87,13,2024-11-17
400,Alimentos,280.65,14,2024-11-24
401,Casa,11.18,2,2024-10-10
402,Eletronicos,1.1,16,2024-06-24
403,Casa,264.19,5,2024-04-07
404,Livros,153.28,1,2024-12-14
405,Casa,198.46,12,2024-06-30
406,Eletronicos,321.66,19,2024-09-28
407,Livros,100.7,10,2024-02-04
408,Casa,61.68,12,2024-11-26
409,Livros,376.81,19,2024-12-28
410,Roupas,302.47,16,2024-03-27
411,Roupas,21.99,17,2024-06-06
412,Casa,18.39,13,2024-11-20
413,Livros,3.47,7,2024-04-25
414,Eletronicos,375.69,3,2024-01-08
415,Casa,17.72,5,2024-04-16
416,Roupas,7.49,4,2024-04-16
417,Roupas,454.15,15,2024-04-23
418,Casa,49.22,17,2024-01-10
419,Livros,1.76,12,2024-10-10
420,Roupas,45.53,14,2024-02-29
421,Livros,47.24,4,2024-09-22
422,Roupas,108.88,17,2024-04-11
423,Roupas,224.58,11,2024-03-03
424,Alimentos,80.89,6,2024-06-23
425,Roupas,46.6,4,2024-07-15
426,Eletronicos,156.96,13,2024-11-07
427,Casa,223.67,15,2024-08-09
428,Casa,78.15,18,2024-07-08
429,Livros,14.46,17,2024-05-07
430,Roupas,400.11,19,2024-11-29
431,Eletronicos,24.08,10,2024-02-15
432,Livros,15.87,5,2024-03-09
433,Alimentos,12.28,12,2024-10-27
434,Livros,128.8,15,2024-12-16
435,Livros,8.37,4,2024-12-29
436,Roupas,19.38,8,2024-02-27
437,Alimentos,147.1,17,2024-08-03
438,Livros,12.99,6,2024-04-24
439,Eletronicos,67.61,16,2024-01-10
440,Eletronicos,137.48,5,2024-09-25
441,Casa,186.71,14,2024-10-18
442,Alimentos,250.58,2,2024-03-26
443,Alimentos,102.71,17,2024-05-26
444,Casa,40.33,6,2024-04-27
445,Livros,107.15,11,2024-05-14
446,Alimentos,339.76,2,2024-01-15
447,Eletronicos,24.94,1,2024-12-02
448,Eletronicos,106.17,5,2024-10-28
449,Roupas,6.81,8,2024-07-24
450,Alimentos,15.87,4,2024-08-20
451,Livros,100.94,19,2024-10-30
452,Casa,67.09,5,2024-03-06
453,Casa,180.85,5,2024-01-04
454,Livros,254.11,16,2024-01-03
455,Roupas,192.92,18,2024-09-15
456,Casa,91.79,11,2024-07-21
457,Alimentos,44.25,17,2024-11-20
458,Roupas,11.16,3,2024-08-27
459,Alimentos,436.58,18,2024-04-02
460,Eletronicos,398.32,4,2024-10-10
461,Roupas,70.42,19,2024-01-23
462,Casa,5.3,9,2024-10-12
463,Roupas,42.79,5,2024-11-13
464,Roupas,17.85,4,2024-03-27
465,Roupas,115.09,16,2024-02-20
466,Roupas,18.65,10,2024-10-23
467,Alimentos,158.64,9,2024-11-15
468,Eletronicos,107.03,16,2024-02-12
469,Livros,217.56,17,2024-07-22
470,Roupas,258.11,18,2024-12-12
471,Casa,243.04,15,2024-02-27
472,Roupas,217.37,9,2024-02-28
473,Casa,6.45,6,2024-06-16
474,Alimentos,182.85,6,2024-06-22
475,Casa,145.53,11,2024-11-13
476,Livros,26.35,3,2024-07-25
477,Eletronicos,264.66,12,2024-04-20
478,Casa,176.77,15,2024-01-23
479,Casa,71.2,7,2024-08-20
480,Eletronicos,150.68,18,2024-10-01
481,Livros,122.26,15,2024-06-20
482,Roupas,77.58,8,2024-01-11
483,Casa,0.13,9,2024-02-29
484,Eletronicos,97.43,15,2024-08-19
485,Alimentos,249.26,16,2024-08-22
486,Eletronicos,253.7,3,2024-01-03
487,Alimentos,7.59,5,2024-05-23
488,Livros,161.59,3,2024-08-17
489,Roupas,63.16,2,2024-01-09
490,Eletronicos,15.59,2,2024-10-23
491,Casa,224.89,4,2024-10-20
492,Livros,30.21,3,2024-11-20
493,Eletronicos,133.96,9,2024-07-11
494,Casa,266.17,12,2024-10-17
495,Eletronicos,116.87,9,2024-05-06
496,Alimentos,242.75,19,2024-02-17
497,Eletronicos,183.73,12,2024-04-16
498,Eletronicos,87.47,16,2024-09-20
499,Eletronicos,292.1,1,2024-09-09
500,Livros,57.72,10,2024-01-27
501,Eletronicos,73.33,10,2024-01-09
502,Casa,1.12,4,2024-08-07
503,Alimentos,24.48,11,2024-06-06
504,Alimentos,107.17,11,2024-01-14
505,Eletronicos,42.78,11,2024-01-29
506,Livros,156.38,6,2024-01-26
507,Livros,170.95,15,2024-08-01
508,Casa,429.25,2,2024-05-22
509,Eletronicos,106.94,3,2024-04-24
510,Alimentos,10.72,5,2024-11-24
511,Livros,228.72,11,2024-08-05
512,Eletronicos,57.77,12,2024-03-21
513,Livros,219.35,3,2024-07-19
514,Livros,176.23,9,2024-03-07
515,Alimentos,75.0,3,2024-09-05
516,Roupas,46.63,2,2024-05-23
517,Casa,228.72,6,2024-05-20
518,Casa,185.95,6,2024-12-11
519,Alimentos,62.85,17,2024-04-05
520,Livros,280.41,8,2024-04-27
521,Eletronicos,77.5,1,2024-11-13
522,Livros,3.18,8,2024-07-03
523,Alimentos,99.19,15,2024-10-18
524,Casa,44.17,18,2024-09-01
525,Livros,64.41,13,2024-07-19
526,Casa,22.7,8,2024-10-04
527,Eletronicos,249.03,18,2024-12-26
528,Casa,105.31,13,2024-04-19
529,Casa,67.26,14,2024-07-30
530,Roupas,41.07,15,2024-09-15
531,Roupas,64.33,6,2024-06-12
532,Roupas,55.53,1,2024-04-06
533,Casa,337.46,7,2024-07-28
534,Alimentos,198.26,1,2024-02-05
535,Casa,45.1,15,2024-09-22
536,Alimentos,31.14,6,2024-04-09
537,Alimentos,132.12,5,2024-01-21
538,Roupas,22.22,12,2024-08-04
539,Livros,120.19,3,2024-04-13
540,Eletronicos,153.74,14,2024-04-21
541,Roupas,119.35,6,2024-08-06
542,Roupas,50.09,4,2024-04-29
543,Livros,318.84,15,2024-09-05
544,Eletronicos,39.91,17,2024-11-30
545,Casa,11.93,5,2024-04-05
546,Casa,86.3,6,2024-07-06
547,Roupas,114.72,10,2024-12-29
548,Eletronicos,311.67,9,2024-05-23
549,Roupas,94.92,4,2024-01-28
550,Alimentos,25.57,9,2024-01-06
551,Roupas,229.48,8,2024-11-12
552,Roupas,296.25,3,2024-09-18
553,Casa,101.08,1,2024-08-17
554,Casa,65.98,5,2024-05-01
555,Casa,179.03,3,2024-07-12
556,Alimentos,457.99,4,2024-04-14
557,Casa,385.29,19,2024-07-17
558,Eletronicos,340.02,15,2024-03-02
559,Livros,43.47,19,2024-10-10
560,Eletronicos,59.99,16,2024-03-20
561,Eletronicos,131.67,8,2024-06-23
562,Casa,80.49,14,2024-01-09
563,Livros,410.35,5,2024-06-28
564,Livros,336.15,1,2024-09-27
565,Livros,330.87,19,2024-06-10
566,Alimentos,30.31,5,2024-10-02
567,Casa,284.68,3,2024-07-24
568,Livros,358.47,17,2024-02-29
569,Alimentos,46.15,7,2024-07-04
570,Roupas,377.22,17,2024-03-15
571,Roupas,39.2,13,2024-04-03
572,Alimentos,26.04,14,2024-03-07
573,Alimentos,11.17,12,2024-01-02
574,Casa,89.57,11,2024-06-26
575,Casa,36.26,1,2024-05-21
576,Roupas,20.73,3,2024-02-13
577,Livros,134.03,12,2024-06-22
578,Roupas,113.98,9,2024-10-21
579,Livros,49.65,2,2024-08-18
580,Livros,14.27,14,2024-08-23
581,Casa,11.74,5,2024-04-02
582,Eletronicos,51.23,3,2024-02-13
583,Eletronicos,105.53,12,2024-01-27
584,Alimentos,27.44,12,2024-09-28
585,Casa,42.41,7,2024-02-08
586,Livros,262.09,1,2024-10-15
587,Eletronicos,27.23,3,2024-09-04
588,Livros,144.38,11,2024-02-19
589,Eletronicos,86.27,13,2024-12-24
590,Eletronicos,191.89,10,2024-10-09
591,Eletronicos,5.0,19,2024-07-27
592,Casa,150.77,4,2024-05-03
593,Roupas,13.51,5,2024-12-07
594,Livros,328.52,11,2024-09-05
595,Casa,301.22,9,2024-10-10
596,Casa,93.61,13,2024-05-30
597,Casa,11.34,17,2024-03-04
598,Casa,203.21,15,2024-08-28
599,Casa,160.86,13,2024-06-15
600,Alimentos,88.49,11,2024-08-27
601,Livros,21.59,1,2024-02-18
602,Casa,171.8,8,2024-07-05
603,Livros,78.36,5,2024-05-27
604,Alimentos,271.41,16,2024-07-07
605,Alimentos,320.95,4,2024-04-20
606,Livros,173.47,19,2024-09-21
607,Eletronicos,137.47,18,2024-10-05
608,Roupas,125.13,2,2024-08-24
609,Eletronicos,152.6,13,2024-06-07
610,Eletronicos,72.5,16,2024-02-29
611,Eletronicos,280.74,8,2024-11-12
612,Casa,2.0,19,2024-03-15
613,Alimentos,87.36,3,2024-08-15
614,Eletronicos,101.73,19,2024-06-02
615,Alimentos,112.01,17,2024-12-21
616,Livros,97.47,9,2024-11-05
617,Roupas,341.09,17,2024-10-13
618,Livros,23.22,1,2024-08-28
619,Livros,106.79,4,2024-08-14
620,Casa,106.09,15,2024-06-17
621,Roupas,7.02,12,2024-10-10
622,Livros,60.68,17,2024-12-11
623,Livros,89.93,12,2024-09-18
624,Roupas,93.75,16,2024-10-16
625,Roupas,129.72,13,2024-12-13
626,Livros,114.19,11,2024-12-29
627,Roupas,205.52,15,2024-01-09
628,Livros,40.7,16,2024-12-14
629,Livros,235.34,6,2024-04-07
630,Casa,248.21,11,2024-01-12
631,Eletronicos,19.68,15,2024-09-28
632,Livros,4.71,5,2024-03-11
633,Alimentos,255.0,3,2024-05-14
634,Eletronicos,44.51,2,2024-09-15
635,Eletronicos,372.75,1,2024-01-05
636,Eletronicos,3.69,15,2024-08-26
637,Casa,23.36,2,2024-10-20
638,Livros,46.96,6,2024-11-30
639,Casa,29.46,12,2024-04-08
640,Livros,11.96,16,2024-05-30
641,Casa,62.85,14,2024-09-14
642,Casa,0.43,4,2024-12-21
643,Alimentos,81.88,8,2024-05-28
644,Casa,45.52,12,2024-05-21
645,Roupas,87.77,14,2024-09-07
646,Alimentos,92.55,13,2024-08-21
647,Casa,101.01,5,2024-05-11
648,Eletronicos,86.44,12,2024-02-16
649,Roupas,41.12,10,2024-04-03
650,Roupas,47.92,19,2024-09-05
651,Roupas,32.82,13,2024-12-21
652,Alimentos,75.64,9,2024-01-20
653,Casa,301.86,11,2024-06-28
654,Casa,146.15,5,2024-09-28
655,Eletronicos,68.88,13,2024-05-15
656,Eletronicos,35.27,10,2024-08-24
657,Roupas,97.6,18,2024-07-08
658,Eletronicos,10.15,15,2024-07-30
659,Alimentos,12.19,12,2024-03-04
660,Casa,26.25,4,2024-12-25
661,Roupas,5.58,5,2024-06-12
662,Eletronicos,64.2,8,2024-02-07
663,Alimentos,182.9,5,2024-08-02
664,Alimentos,306.81,1,2024-01-19
665,Eletronicos,62.91,18,2024-09-10
666,Casa,189.24,19,2024-03-14
667,Eletronicos,242.67,19,2024-05-20
668,Roupas,236.16,10,2024-01-17
669,Eletronicos,100.59,9,2024-04-04
670,Alimentos,312.7,1,2024-08-21
671,Eletronicos,15.89,3,2024-10-27
672,Casa,104.47,13,2024-03-28
673,Livros,98.23,6,2024-10-24
674,Eletronicos,28.85,6,2024-02-20
675,Casa,165.4,18,2024-09-01
676,Casa,11.92,5,2024-04-22
677,Alimentos,113.93,17,2024-01-08
678,Casa,68.44,3,2024-02-06
679,Casa,171.56,5,2024-02-16
680,Casa,22.69,3,2024-04-09
681,Casa,46.4,13,2024-12-10
682,Roupas,76.43,15,2024-06-21
683,Roupas,257.09,17,2024-08-28
684,Alimentos,33.88,15,2024-07-09
685,Eletronicos,113.15,5,2024-12-07
686,Casa,278.23,14,2024-08-21
687,Eletronicos,7.08,11,2024-10-07
688,Eletronicos,423.93,14,2024-08-22
689,Alimentos,35.13,7,2024-05-05
690,Casa,29.4,3,2024-06-26
