produto_id,categoria,preco,quantidade,data_venda
P0286,Eletronicos,354.5,7,2024-04-17
P0287,Eletronicos,354.3,2,2024-07-26
P0288,Casa,470.38,8,2024-12-21
P0289,Vestuario,212.05,2,2024-05-25
P0290,Casa,323.25,14,2024-06-13
P0291,Eletronicos,344.92,4,2024-10-15
P0292,Casa,246.14,12,2024-03-16
P0293,Eletronicos,273.79,10,2024-01-05
P0294,Eletronicos,260.99,13,2024-06-27
P0295,Eletronicos,265.55,15,2024-07-11
P0296,Alimentos,203.72,12,2024-10-05
P0297,Eletronicos,467.39,13,2024-04-01
P0298,Casa,331.23,2,2024-12-18
P0299,Casa,415.83,2,2024-04-08
P0300,Alimentos,440.35,6,2024-06-20
P0301,Vestuario,427.57,1,2024-05-06
P0302,Alimentos,17.78,12,2024-01-31
P0303,Eletronicos,160.97,13,2024-06-12
P0304,Alimentos,499.3,3,2024-05-10
P0305,Vestuario,78.94,10,2024-03-29
P0306,Alimentos,394.98,1,2024-07-25
P0307,Eletronicos,259.97,13,2024-08-31
P0308,Eletronicos,57.12,3,2024-12-03
P0309,Casa,161.93,12,2024-04-22
P0310,Eletronicos,399.77,8,2024-12-14
P0311,Alimentos,236.0,13,2024-11-25
P0312,Alimentos,241.36,7,2024-10-11
P0313,Vestuario,124.95,2,2024-07-31
P0314,Alimentos,256.55,9,2024-08-03
P0315,Alimentos,378.81,2,2024-11-22
P0316,Vestuario,484.09,8,2024-11-08
P0317,Eletronicos,258.11,10,2024-09-07
P0318,Alimentos,126.6,7,2024-09-03
P0319,Alimentos,240.05,12,2024-12-09
P0320,Vestuario,285.31,6,2024-01-19
P0321,Vestuario,288.73,3,2024-11-23
P0322,Alimentos,379.38,1,2024-06-25
P0323,Alimentos,444.92,2,2024-09-26
P0324,Vestuario,246.38,14,2024-02-12
P0325,Vestuario,138.49,11,2024-06-24
P0326,Vestuario,31.5,6,2024-10-31
P0327,Casa,43.03,5,2024-08-03
P0328,Eletronicos,397.9,13,2024-10-01
P0329,Eletronicos,131.23,7,2024-07-02
P0330,Eletronicos,488.33,4,2024-09-07
P0331,Vestuario,30.45,9,2024-11-25
P0332,Casa,467.79,5,2024-04-04
P0333,Alimentos,163.36,6,2024-02-29
P0334,Eletronicos,61.97,15,2024-06-04
P0335,Alimentos,385.08,14,2024-06-09
P0336,Eletronicos,211.71,3,2024-07-19
P0337,Casa,493.54,14,2024-10-15
P0338,Vestuario,51.34,11,2024-06-14
P0339,Eletronicos,256.06,4,2024-10-08
P0340,Vestuario,406.13,12,2024-02-08
P0341,Eletronicos,391.31,14,2024-06-26
P0342,Alimentos,157.38,13,2024-04-10
P0343,Eletronicos,476.78,9,2024-12-14
P0344,Vestuario,90.87,8,2024-11-21
P0345,Alimentos,320.82,6,2024-04-19
P0346,Eletronicos,348.39,9,2024-11-07
P0347,Casa,107.14,2,2024-10-13
P0348,Alimentos,243.43,4,2024-11-11
P0349,Casa,308.99,9,2024-10-20
P0350,Eletronicos,435.41,2,2024-04-06
P0351,Alimentos,293.27,13,2024-08-01
P0352,Alimentos,207.29,3,2024-01-08
P0353,Casa,455.01,11,2024-03-16
P0354,Casa,341.46,15,2024-03-29
P0355,Alimentos,423.09,7,2024-03-27
P0356,Eletronicos,71.39,13,2024-06-09
P0357,Eletronicos,219.21,6,2024-01-15
P0358,Vestuario,79.99,3,2024-08-28
P0359,Vestuario,298.19,11,2024-07-13
P0360,Eletronicos,411.09,7,2024-05-16
P0361,Casa,53.27,15,2024-08-22
P0362,Eletronicos,435.99,12,2024-09-08
P0363,Alimentos,372.25,6,2024-10-05
P0364,Eletronicos,270.57,3,2024-11-20
P0365,Alimentos,102.58,14,2024-02-08
P0366,Vestuario,401.83,1,2024-09-16
P0367,Casa,33.97,14,2024-01-29
P0368,Alimentos,311.88,11,2024-01-29
P0369,Alimentos,68.57,7,2024-02-13
P0370,Eletronicos,129.07,13,2024-04-22
P0371,Alimentos,83.3,7,2024-09-16
P0372,Eletronicos,150.24,2,2024-08-19
P0373,Alimentos,257.95,8,2024-09-14
P0374,Eletronicos,480.49,7,2024-05-23
P0375,Eletronicos,195.67,9,2024-12-09
P0376,Vestuario,15.89,12,2024-09-06
P0377,Alimentos,433.41,13,2024-08-31
P0378,Vestuario,433.7,3,2024-06-08
P0379,Casa,226.5,3,2024-12-05
P0380,Alimentos,160.99,15,2024-10-16
P0381,Alimentos,94.22,1,2024-12-07
P0382,Eletronicos,352.9,9,2024-03-29
P0383,Alimentos,109.56,11,2024-11-04
P0384,Eletronicos,377.68,13,2024-06-18
P0385,Casa,441.79,13,2024-10-21
P0386,Alimentos,280.22,14,2024-12-24
P0387,Alimentos,130.62,1,2024-07-25
P0388,Casa,17.39,15,2024-10-04
P0389,Eletronicos,63.59,12,2024-05-20
P0390,Casa,472.69,3,2024-07-01
P0391,Alimentos,408.06,7,2024-10-20
P0392,Casa,212.32,12,2024-05-05
P0393,Alimentos,429.48,15,2024-06-20
P0394,Vestuario,266.85,13,2024-10-21
P0395,Vestuario,226.87,9,2024-09-06
P0396,Casa,325.66,10,2024-03-26
P0397,Alimentos,134.84,5,2024-01-04
P0398,Casa,385.39,7,2024-11-04
P0399,Eletronicos,487.19,12,2024-04-15
P0400,Vestuario,285.33,3,2024-06-30
P0401,Vestuario,179.74,2,2024-09-09
P0402,Alimentos,362.67,11,2024-01-25
P0403,Eletronicos,385.38,9,2024-04-06
P0404,Alimentos,439.58,14,2024-05-17
P0405,Alimentos,405.48,3,2024-09-02
P0406,Casa,55.63,1,2024-11-20
P0407,Alimentos,147.94,4,2024-09-24
P0408,Eletronicos,18.55,7,2024-04-20
P0409,Casa,70.96,9,2024-01-08
P0410,Alimentos,289.05,2,2024-12-19
P0411,Eletronicos,83.18,2,2024-06-11
P0412,Eletronicos,246.43,14,2024-02-10
P0413,Casa,19.74,7,2024-10-28
P0414,Alimentos,12.43,13,2024-09-26
P0415,Casa,163.28,8,2024-09-06
P0416,Casa,302.22,12,2024-09-12
P0417,Vestuario,181.01,13,2024-11-25
P0418,Casa,327.38,13,2024-01-20
P0419,Vestuario,46.23,14,2024-02-11
P0420,Alimentos,102.15,5,2024-08-07
P0421,Casa,17.34,8,2024-08-03
P0422,Vestuario,47.27,5,2024-02-23
P0423,Vestuario,163.6,5,2024-01-10
P0424,Alimentos,305.13,14,2024-07-11
P0425,Vestuario,200.94,1,2024-02-13
P0426,Eletronicos,237.56,2,2024-01-13
P0427,Casa,30.6,13,2024-11-01
P0428,Vestuario,59.25,6,2024-02-24
P0429,Vestuario,82.91,4,2024-06-10
P0430,Alimentos,417.3,5,2024-04-06
P0431,Vestuario,299.71,2,2024-02-05
P0432,Alimentos,86.56,9,2024-06-04
P0433,Casa,64.58,1,2024-01-20
P0434,Eletronicos,247.69,8,2024-11-19
P0435,Alimentos,355.95,14,2024-04-20
P0436,Alimentos,182.28,10,2024-06-09
P0437,Alimentos,220.87,15,2024-02-05
P0438,Alimentos,164.31,12,2024-04-17
P0439,Casa,128.56,11,2024-08-25
P0440,Eletronicos,94.54,8,2024-06-07
P0441,Casa,378.48,9,2024-06-12
P0442,Vestuario,442.32,9,2024-05-29
P0443,Eletronicos,136.65,1,2024-05-18
P0444,Casa,269.96,14,2024-02-25
P0445,Casa,382.95,5,2024-04-01
P0446,Alimentos,435.44,8,2024-08-05
P0447,Alimentos,143.2,9,2024-12-06
P0448,Vestuario,94.76,14,2024-06-18
P0449,Eletronicos,136.49,5,2024-08-18
P0450,Casa,456.77,9,2024-12-30
P0451,Vestuario,432.88,1,2024-08-25
P0452,Casa,407.76,4,2024-03-15
P0453,Alimentos,120.0,7,2024-12-27
P0454,Casa,293.28,8,2024-02-08
P0455,Vestuario,342.25,9,2024-06-15
P0456,Eletronicos,139.19,2,2024-04-28
P0457,Casa,204.27,5,2024-09-05
P0458,Eletronicos,462.15,2,2024-01-26
P0459,Alimentos,15.56,13,2024-10-02
P0460,Eletronicos,118.8,5,2024-05-04
P0461,Casa,468.51,12,2024-07-22
P0462,Casa,61.23,2,2024-11-04
P0463,Alimentos,246.64,4,2024-09-06
P0464,Alimentos,278.57,7,2024-11-21
P0465,Casa,242.84,1,2024-04-20
P0466,Vestuario,51.0,11,2024-11-17
P0467,Casa,152.18,8,2024-08-10
P0468,Alimentos,261.02,5,2024-08-11
P0469,Vestuario,190.08,2,2024-05-02
P0470,Vestuario,217.21,13,2024-09-28
P0471,Alimentos,344.62,12,2024-12-24
P0472,Alimentos,194.07,10,2024-11-07
P0473,Eletronicos,178.66,1,2024-09-13
P0474,Alimentos,193.98,4,2024-01-15
P0475,Casa,58.32,11,2024-06-15
P0476,Vestuario,15.82,6,2024-03-08
P0477,Vestuario,496.32,9,2024-08-11
P0478,Vestuario,53.42,5,2024-09-01
P0479,Vestuario,264.96,15,2024-03-23
P0480,Alimentos,279.98,14,2024-02-22
P0481,Casa,363.97,3,2024-07-25
P0482,Vestuario,487.66,2,2024-04-06
P0483,Eletronicos,357.28,10,2024-09-22
P0484,Eletronicos,147.38,11,2024-09-13
P0485,Alimentos,223.96,9,2024-04-19
P0486,Eletronicos,74.68,2,2024-08-10
P0487,Vestuario,495.75,15,2024-06-07
P0488,Vestuario,319.94,3,2024-10-17
P0489,Alimentos,388.59,6,2024-02-15
P0490,Casa,98.89,4,2024-02-05
P0491,Eletronicos,219.73,10,2024-08-26
P0492,Eletronicos,466.13,14,2024-10-28
P0493,Alimentos,400.97,8,2024-09-22
P0494,Alimentos,7.81,7,2024-05-10
P0495,Casa,105.84,3,2024-06-07
P0496,Alimentos,42.55,2,2024-10-31
P0497,Alimentos,480.37,7,2024-03-13
P0498,Eletronicos,405.74,14,2024-05-08
P0499,Alimentos,214.1,6,2024-03-20
P0500,Casa,460.69,8,2024-06-18
P0501,Alimentos,210.55,9,2024-10-11
P0502,Vestuario,338.67,5,2024-12-03
P0503,Vestuario,128.11,14,2024-02-10
P0504,Eletronicos,267.36,5,2024-09-18
P0505,Eletronicos,117.06,13,2024-01-30
P0506,Vestuario,24.37,11,2024-02-15
P0507,Vestuario,392.33,3,2024-05-15
P0508,Casa,373.43,6,2024-09-07
P0509,Alimentos,104.58,14,2024-03-10
P0510,Eletronicos,436.99,4,2024-10-18
P0511,Eletronicos,67.55,2,2024-02-06
P0512,Casa,221.12,14,2024-10-14
P0513,Vestuario,289.15,4,2024-03-21
P0514,Vestuario,493.62,5,2024-09-24
P0515,Eletronicos,8.6,10,2024-03-31
P0516,Eletronicos,363.71,1,2024-11-02
P0517,Casa,105.62,14,2024-10-23
P0518,Eletronicos,335.36,1,2024-06-20
P0519,Casa,483.01,8,2024-09-19
P0520,Alimentos,160.64,4,2024-07-13
P0521,Eletronicos,192.69,1,2024-12-14
P0522,Vestuario,125.53,14,2024-09-26
P0523,Alimentos,110.45,9,2024-11-04
P0524,Alimentos,335.9,8,2024-04-26
P0525,Casa,19.32,6,2024-08-30
P0526,Vestuario,15.12,11,2024-03-17
P0527,Vestuario,332.58,5,2024-12-20
P0528,Eletronicos,451.2,5,2024-10-16
P0529,Alimentos,19.07,7,2024-04-06
P0530,Vestuario,493.33,1,2024-08-09
P0531,Eletronicos,432.61,6,2024-01-09
P0532,Eletronicos,266.96,2,2024-10-25
P0533,Alimentos,308.4,5,2024-03-24
P0534,Casa,274.1,10,2024-09-16
P0535,Eletronicos,474.95,2,2024-08-06
P0536,Casa,12.41,6,2024-06-20
P0537,Alimentos,114.47,15,2024-04-19
P0538,Alimentos,487.61,1,2024-03-19
P0539,Alimentos,216.79,15,2024-07-25
P0540,Alimentos,297.72,15,2024-09-16
P0541,Alimentos,487.09,5,2024-11-05
P0542,Alimentos,63.44,1,2024-11-15
P0543,Vestuario,465.6,4,2024-07-30
P0544,Vestuario,109.53,15,2024-02-07
P0545,Casa,460.9,4,2024-02-08
P0546,Vestuario,110.89,1,2024-04-01
P0547,Eletronicos,458.29,8,2024-05-05
P0548,Eletronicos,382.35,9,2024-03-21
P0549,Vestuario,24.2,9,2024-02-29
P0550,Alimentos,288.76,13,2024-11-19
P0551,Alimentos,92.86,8,2024-10-06
P0552,Casa,144.44,3,2024-03-21
P0553,Alimentos,207.88,1,2024-07-04
P0554,Eletronicos,264.5,6,2024-09-08
P0555,Alimentos,44.45,10,2024-07-03
P0556,Alimentos,101.58,11,2024-06-12
P0557,Casa,97.96,5,2024-07-05
P0558,Vestuario,163.11,5,2024-03-24
P0559,Eletronicos,390.13,7,2024-01-17
P0560,Casa,423.42,2,2024-09-23
P0561,Eletronicos,443.23,9,2024-09-16
P0562,Alimentos,181.41,4,2024-10-05
P0563,Vestuario,447.74,11,2024-10-26
P0564,Vestuario,36.56,15,2024-04-04
P0565,Casa,197.1,11,2024-07-13
P0566,Casa,75.81,11,2024-06-14
P0567,Alimentos,385.27,12,2024-02-28
P0568,Eletronicos,233.28,10,2024-12-01
P0569,Vestuario,350.65,4,2024-11-22
P0570,Casa,243.11,11,2024-10-30
P0571,Alimentos,340.21,10,2024-01-20
P0572,Casa,304.85,5,2024-06-30
P0573,Eletronicos,422.74,13,2024-02-10
P0574,Casa,477.05,15,2024-07-29
P0575,Eletronicos,119.91,2,2024-03-16
P0576,Eletronicos,104.09,9,2024-09-23
P0577,Eletronicos,276.3,3,2024-03-02
P0578,Vestuario,423.84,4,2024-04-09
P0579,Casa,282.44,14,2024-08-08
P0580,Vestuario,46.49,13,2024-12-19
P0581,Casa,147.14,9,2024-01-31
P0582,Casa,369.85,3,2024-05-31
P0583,Vestuario,454.24,11,2024-10-21
P0584,Vestuario,88.92,5,2024-04-16
P0585,Alimentos,44.73,9,2024-07-02
P0586,Casa,472.35,9,2024-03-22
P0587,Vestuario,383.83,1,2024-02-27
P0588,Casa,264.41,14,2024-11-21
P0589,Alimentos,424.22,3,2024-09-03
P0590,Eletronicos,469.2,2,2024-05-19
P0591,Alimentos,88.54,13,2024-09-23
P0592,Casa,90.25,11,2024-02-19
P0593,Casa,331.47,15,2024-10-10
P0594,Casa,221.42,12,2024-11-29
P0595,Alimentos,85.64,5,2024-12-18
P0596,Eletronicos,489.18,11,2024-03-11
P0597,Casa,354.21,11,2024-10-11
P0598,Casa,265.37,2,2024-10-01
P0599,Alimentos,382.27,14,2024-09-09
P0600,Alimentos,112.55,2,2024-09-28
P0601,Casa,372.89,12,2024-10-01
P0602,Vestuario,66.59,2,2024-12-05
P0603,Alimentos,466.19,8,2024-04-18
P0604,Alimentos,55.82,12,2024-12-24
P0605,Vestuario,438.73,10,2024-12-20
P0606,Alimentos,263.88,10,2024-01-24
P0607,Vestuario,472.1,13,2024-08-31
P0608,Casa,301.71,1,2024-11-27
P0609,Eletronicos,223.93,15,2024-02-13
P0610,Alimentos,448.74,8,2024-05-16
P0611,Eletronicos,228.83,1,2024-02-28
P0612,Alimentos,164.49,14,2024-03-13
P0613,Casa,110.64,11,2024-10-10
