produto_id,categoria,preco,quantidade,data_venda
1169,Livros,343.43,1,2023-02-25
1170,Eletrônicos,200.6,4,2023-05-30
1171,Eletrônicos,286.01,7,2023-12-10
1172,Vestuário,311.26,8,2023-12-18
1173,Livros,390.34,9,2023-10-23
1174,Livros,404.8,8,2023-01-07
1175,Vestuário,147.25,4,2023-11-04
1176,Alimentos,275.24,3,2023-02-22
1177,Eletrônicos,70.53,7,2023-10-01
1178,Casa,422.59,6,2023-09-28
1179,Eletrônicos,424.27,1,2023-10-10
1180,Eletrônicos,156.76,5,2023-12-23
1181,Alimentos,88.7,6,2023-09-10
1182,Eletrônicos,44.34,4,2023-02-28
1183,Vestuário,291.74,1,2023-02-27
1184,Vestuário,54.8,4,2023-07-21
1185,Livros,343.49,4,2023-01-26
1186,Casa,342.28,2,2023-03-20
1187,Eletrônicos,310.85,8,2023-11-13
1188,Eletrônicos,439.51,9,2023-03-20
1189,Alimentos,195.36,5,2023-07-25
1190,Vestuário,452.11,4,2023-07-21
1191,Casa,28.09,4,2023-08-13
1192,Livros,65.25,5,2023-02-14
1193,Vestuário,211.98,8,2023-07-28
1194,Livros,301.06,2,2023-09-29
1195,Alimentos,25.86,4,2023-01-11
1196,Alimentos,288.04,4,2023-09-06
1197,Eletrônicos,160.63,1,2023-06-25
1198,Casa,444.7,5,2023-12-16
1199,Livros,271.31,5,2023-05-20
1200,Vestuário,298.07,8,2023-07-03
1201,Alimentos,473.35,5,2023-12-02
1202,Eletrônicos,384.44,9,2023-02-24
1203,Eletrônicos,224.75,2,2023-08-14
1204,Livros,243.67,9,2023-04-11
1205,Alimentos,327.48,6,2023-12-09
1206,Casa,108.1,7,2023-05-04
1207,Alimentos,53.44,4,2023-04-22
1208,Livros,162.51,7,2023-10-25
1209,Livros,391.41,6,2023-09-25
1210,Alimentos,136.09,4,2023-10-18
1211,Livros,74.07,4,2023-01-30
1212,Alimentos,117.32,1,2023-08-12
1213,Vestuário,342.7,5,2023-05-10
1214,Alimentos,310.83,4,2023-12-20
1215,Alimentos,347.27,4,2023-10-18
1216,Livros,167.76,5,2023-12-08
1217,Livros,451.42,9,2023-09-12
1218,Eletrônicos,231.37,8,2023-02-14
1219,Eletrônicos,261.72,7,2023-04-16
1220,Vestuário,474.92,3,2023-11-01
1221,Eletrônicos,489.85,5,2023-08-08
1222,Alimentos,334.16,7,2023-07-01
1223,Livros,472.96,2,2023-04-08
1224,Eletrônicos,275.34,2,2023-01-19
1225,Eletrônicos,160.57,5,2023-12-19
1226,Vestuário,164.4,9,2023-06-13
1227,Vestuário,283.88,3,2023-01-19
1228,Alimentos,306.47,1,2023-10-20
1229,Livros,225.41,7,2023-06-23
1230,Vestuário,443.05,9,2023-02-01
1231,Eletrônicos,219.08,6,2023-10-30
1232,Livros,143.98,6,2023-10-06
1233,Livros,13.91,4,2023-06-30
1234,Eletrônicos,485.58,8,2023-12-13
1235,Vestuário,413.91,2,2023-03-06
1236,Eletrônicos,311.62,6,2023-10-18
1237,Livros,416.97,7,2023-09-08
1238,Casa,407.04,2,2023-06-24
1239,Casa,466.61,5,2023-02-01
1240,Alimentos,199.17,4,2023-10-19
1241,Eletrônicos,281.88,1,2023-05-21
1242,Eletrônicos,58.33,6,2023-05-01
1243,Alimentos,483.0,9,2023-06-26
1244,Alimentos,492.71,5,2023-01-16
1245,Alimentos,396.65,4,2023-01-20
1246,Livros,232.52,2,2023-12-27
1247,Eletrônicos,253.32,8,2023-04-13
1248,Livros,223.33,9,2023-06-17
1249,Alimentos,153.72,6,2023-10-23
1250,Eletrônicos,268.62,6,2023-05-01
1251,Livros,36.19,6,2023-01-27
1252,Livros,496.02,2,2023-12-06
1253,Alimentos,217.78,5,2023-12-09
1254,Eletrônicos,464.41,7,2023-04-08
1255,Alimentos,364.89,8,2023-10-03
1256,Eletrônicos,152.07,8,2023-05-15
1257,Casa,118.81,5,2023-05-15
1258,Vestuário,497.88,5,2023-07-29
1259,Vestuário,388.34,6,2023-04-14
1260,Vestuário,132.33,4,2023-09-29
1261,Alimentos,43.05,8,2023-06-04
1262,Casa,351.49,7,2023-07-22
1263,Eletrônicos,158.48,2,2023-04-03
1264,Livros,118.45,6,2023-08-20
1265,Eletrônicos,370.12,6,2023-05-11
1266,Livros,342.84,4,2023-04-17
1267,Eletrônicos,245.89,6,2023-10-04
1268,Casa,471.9,9,2023-11-10
1269,Livros,343.02,9,2023-02-02
1270,Alimentos,447.78,1,2023-06-07
1271,Eletrônicos,103.37,7,2023-03-22
1272,Eletrônicos,155.36,4,2023-08-20
1273,Livros,61.21,2,2023-10-03
1274,Alimentos,159.24,8,2023-04-30
1275,Alimentos,486.17,3,2023-05-27
1276,Casa,481.8,2,2023-12-24
1277,Alimentos,382.59,9,2023-03-19
1278,Alimentos,265.31,5,2023-07-02
1279,Alimentos,392.58,8,2023-05-10
1280,Vestuário,281.21,8,2023-07-22
1281,Casa,11.72,4,2023-03-06
1282,Eletrônicos,255.76,3,2023-01-07
1283,Livros,303.47,6,2023-08-08
1284,Eletrônicos,140.22,7,2023-09-12
1285,Casa,109.61,7,2023-10-16
1286,Livros,144.17,5,2023-09-22
1287,Casa,315.58,7,2023-03-19
1288,Alimentos,81.57,2,2023-03-31
1289,Livros,362.96,9,2023-07-09
1290,Alimentos,217.11,3,2023-02-25
1291,Eletrônicos,183.14,1,2023-04-13
1292,Eletrônicos,405.54,3,2023-10-02
1293,Livros,257.97,5,2023-06-12
1294,Livros,195.42,1,2023-01-29
1295,Casa,440.3,6,2023-02-03
1296,Casa,190.44,1,2023-11-22
1297,Alimentos,430.91,6,2023-11-25
1298,Livros,257.06,1,2023-07-05
1299,Eletrônicos,111.92,8,2023-07-19
1300,Casa,310.28,2,2023-09-29
1301,Casa,149.81,2,2023-08-14
1302,Eletrônicos,82.11,2,2023-09-19
1303,Casa,52.4,1,2023-12-28
1304,Alimentos,128.43,2,2023-11-05
1305,Livros,370.91,8,2023-04-24
1306,Eletrônicos,420.62,8,2023-09-14
1307,Livros,432.24,6,2023-04-23
1308,Casa,142.37,4,2023-08-29
1309,Casa,333.88,4,2023-09-19
1310,Eletrônicos,122.87,8,2023-02-23
1311,Alimentos,315.15,8,2023-06-12
1312,Vestuário,444.73,8,2023-09-30
1313,Eletrônicos,30.04,4,2023-10-03
1314,Vestuário,492.76,2,2023-03-30
1315,Vestuário,415.27,3,2023-05-02
1316,Alimentos,383.21,3,2023-05-27
1317,Vestuário,348.77,6,2023-05-21
1318,Vestuário,387.43,1,2023-05-22
1319,Alimentos,497.35,1,2023-01-30
1320,Vestuário,387.39,3,2023-03-16
1321,Vestuário,182.28,3,2023-06-20
1322,Vestuário,310.82,2,2023-03-26
1323,Eletrônicos,175.09,4,2023-05-26
1324,Eletrônicos,485.33,5,2023-03-18
1325,Eletrônicos,451.07,3,2023-09-19
1326,Alimentos,288.13,7,2023-05-29
1327,Casa,392.82,5,2023-10-04
1328,Vestuário,455.75,4,2023-05-20
1329,Vestuário,129.36,2,2023-09-09
1330,Alimentos,293.95,9,2023-10-01
1331,Vestuário,246.04,3,2023-07-12
1332,Eletrônicos,388.08,9,2023-03-20
1333,Casa,195.75,1,2023-12-09
1334,Livros,357.4,3,2023-06-02
1335,Vestuário,207.47,4,2023-01-20
1336,Eletrônicos,64.43,3,2023-03-20
1337,Livros,62.49,6,2023-04-20
1338,Casa,68.34,7,2023-01-03
1339,Livros,25.93,9,2023-02-12
1340,Eletrônicos,271.16,9,2023-07-10
1341,Livros,339.23,7,2023-07-05
1342,Alimentos,72.1,7,2023-11-01
1343,Livros,309.81,3,2023-08-30
1344,Vestuário,302.89,8,2023-09-09
1345,Vestuário,82.08,2,2023-10-26
1346,Alimentos,208.0,4,2023-07-24
1347,Eletrônicos,380.02,3,2023-09-26
1348,Vestuário,18.21,9,2023-05-24
1349,Casa,82.0,6,2023-11-02
1350,Vestuário,497.96,7,2023-08-18
1351,Vestuário,369.44,6,2023-02-27
1352,Eletrônicos,237.42,8,2023-08-07
1353,Livros,318.6,1,2023-12-08
1354,Vestuário,424.65,7,2023-03-02
1355,Alimentos,422.73,6,2023-09-21
1356,Livros,169.1,1,2023-09-29
1357,Casa,250.73,1,2023-12-18
1358,Eletrônicos,322.65,1,2023-02-06
1359,Casa,45.23,6,2023-11-05
1360,Livros,473.44,3,2023-03-30
1361,Livros,222.04,6,2023-02-27
1362,Livros,191.72,9,2023-08-22
1363,Casa,454.48,4,2023-12-09
1364,Livros,67.96,1,2023-12-05
1365,Casa,29.24,2,2023-09-14
1366,Livros,345.65,5,2023-10-15
1367,Alimentos,198.65,7,2023-10-28
1368,Livros,384.59,5,2023-02-19
1369,Casa,43.59,6,2023-03-22
1370,Vestuário,198.04,1,2023-05-21
1371,Livros,125.31,5,2023-04-26
1372,Vestuário,372.41,6,2023-01-30
1373,Alimentos,121.31,1,2023-10-26
1374,Eletrônicos,234.39,2,2023-03-03
1375,Alimentos,411.25,6,2023-11-07
1376,Livros,458.54,7,2023-01-21
1377,Vestuário,364.08,2,2023-08-16
1378,Vestuário,220.32,1,2023-01-23
1379,Casa,290.27,6,2023-12-10
1380,Vestuário,347.95,5,2023-07-03
1381,Casa,438.72,3,2023-10-16
1382,Eletrônicos,445.4,9,2023-04-23
1383,Livros,466.18,1,2023-03-22
1384,Casa,407.25,9,2023-07-06
1385,Eletrônicos,81.93,1,2023-09-16
1386,Vestuário,376.34,7,2023-04-02
1387,Vestuário,409.15,1,2023-05-16
1388,Eletrônicos,440.16,6,2023-04-19
1389,Vestuário,463.16,9,2023-02-19
1390,Eletrônicos,259.49,7,2023-03-12
1391,Casa,331.0,6,2023-11-11
1392,Casa,14.68,5,2023-02-04
1393,Eletrônicos,290.66,3,2023-01-06
1394,Casa,241.87,2,2023-05-02
1395,Casa,481.53,2,2023-05-06
1396,Casa,451.84,9,2023-12-23
1397,Alimentos,400.83,3,2023-02-27
1398,Livros,37.93,7,2023-02-25
1399,Vestuário,206.99,4,2023-07-02
1400,Alimentos,351.06,7,2023-02-08
1401,Casa,24.53,6,2023-06-08
1402,Eletrônicos,125.55,4,2023-10-29
1403,Casa,444.88,3,2023-02-23
1404,Livros,73.59,4,2023-08-17
1405,Casa,35.17,2,2023-03-26
1406,Eletrônicos,294.49,2,2023-07-24
1407,Livros,473.77,4,2023-12-20
1408,Casa,418.97,3,2023-02-02
1409,Livros,487.64,5,2023-06-28
1410,Vestuário,379.23,1,2023-07-21
1411,Vestuário,224.31,7,2023-03-20
1412,Casa,473.84,4,2023-08-21
1413,Livros,219.05,6,2023-11-23
1414,Eletrônicos,181.55,2,2023-11-12
1415,Casa,229.62,4,2023-07-07
1416,Vestuário,408.85,5,2023-01-26
1417,Vestuário,459.67,6,2023-12-28
1418,Casa,185.26,1,2023-07-05
1419,Livros,236.5,4,2023-05-27
1420,Vestuário,450.18,2,2023-04-19
1421,Livros,33.05,1,2023-07-30
1422,Vestuário,394.1,9,2023-02-23
1423,Vestuário,232.57,1,2023-04-30
1424,Alimentos,194.49,2,2023-04-13
1425,Vestuário,228.99,9,2023-10-01
1426,Eletrônicos,215.16,8,2023-01-01
1427,Casa,380.74,4,2023-08-22
1428,Casa,464.69,2,2023-05-28
1429,Livros,250.81,8,2023-09-06
1430,Vestuário,418.04,3,2023-06-08
1431,Eletrônicos,368.65,1,2023-04-19
1432,Livros,172.03,2,2023-10-01
1433,Alimentos,297.78,4,2023-04-28
1434,Livros,336.74,1,2023-05-25
1435,Livros,21.51,6,2023-10-15
1436,Vestuário,204.02,4,2023-07-10
1437,Alimentos,496.39,6,2023-09-07
1438,Livros,322.26,5,2023-11-08
1439,Eletrônicos,173.78,4,2023-08-29
1440,Eletrônicos,132.51,7,2023-12-11
1441,Casa,112.65,7,2023-06-19
1442,Alimentos,206.8,4,2023-03-19
1443,Alimentos,104.7,4,2023-11-21
1444,Casa,76.24,4,2023-11-15
1445,Livros,188.39,8,2023-07-06
1446,Alimentos,307.43,5,2023-05-15
1447,Eletrônicos,81.74,5,2023-02-26
1448,Eletrônicos,31.73,9,2023-10-03
1449,Vestuário,26.97,6,2023-02-27
1450,Alimentos,141.02,4,2023-09-05
1451,Livros,103.16,7,2023-09-21
1452,Casa,274.24,8,2023-05-03
1453,Casa,233.3,7,2023-12-03
1454,Livros,169.14,6,2023-09-05
1455,Vestuário,418.44,2,2023-03-14
1456,Casa,257.42,5,2023-11-01
1457,Alimentos,54.85,6,2023-06-24
1458,Vestuário,154.92,2,2023-04-23
1459,Alimentos,486.94,9,2023-04-16
1460,Eletrônicos,488.72,4,2023-05-06
1461,Vestuário,134.79,5,2023-01-11
1462,Casa,91.95,5,2023-07-24
1463,Vestuário,252.89,7,2023-08-16
1464,Vestuário,245.92,9,2023-01-24
1465,Vestuário,210.97,9,2023-06-05
1466,Vestuário,269.39,6,2023-01-23
1467,Alimentos,123.78,9,2023-05-10
1468,Eletrônicos,66.32,4,2023-05-22
1469,Livros,289.53,5,2023-06-01
1470,Vestuário,466.97,5,2023-05-16
1471,Casa,77.5,5,2023-05-05
1472,Vestuário,355.36,1,2023-02-28
1473,Casa,224.57,7,2023-01-01
1474,Alimentos,154.05,6,2023-03-19
1475,Casa,428.02,3,2023-04-18
1476,Livros,233.68,8,2023-01-20
1477,Eletrônicos,295.82,6,2023-01-17
1478,Casa,227.1,9,2023-10-22
1479,Casa,49.81,7,2023-12-01
1480,Eletrônicos,301.5,8,2023-10-12
1481,Livros,215.23,9,2023-04-25
1482,Vestuário,52.51,6,2023-03-11
1483,Casa,301.95,8,2023-12-26
1484,Eletrônicos,14.84,2,2023-09-02
1485,Alimentos,112.17,1,2023-05-26
1486,Eletrônicos,392.72,9,2023-11-12
1487,Alimentos,28.58,6,2023-06-24
1488,Livros,326.87,3,2023-07-31
1489,Vestuário,475.36,3,2023-09-06
1490,Eletrônicos,93.88,8,2023-08-24
1491,Casa,214.38,3,2023-08-09
1492,Livros,291.99,6,2023-01-04
1493,Eletrônicos,230.7,6,2023-02-15
1494,Casa,313.99,5,2023-10-20
1495,Eletrônicos,208.01,7,2023-03-27
1496,Alimentos,82.77,4,2023-09-05
1497,Eletrônicos,53.63,6,2023-07-10
1498,Eletrônicos,374.78,1,2023-05-10
1499,Eletrônicos,126.93,3,2023-02-04
1500,Livros,425.25,7,2023-01-19
1501,Eletrônicos,374.08,9,2023-05-01
1502,Casa,34.23,1,2023-11-27
1503,Alimentos,108.59,4,2023-10-08
1504,Alimentos,153.08,7,2023-06-19
1505,Eletrônicos,301.3,9,2023-08-12
1506,Livros,406.82,8,2023-07-23
1507,Livros,39.56,2,2023-02-04
1508,Casa,132.31,2,2023-11-18
1509,Eletrônicos,194.34,9,2023-04-23
1510,Alimentos,99.85,2,2023-12-20
1511,Livros,277.19,7,2023-07-29
1512,Eletrônicos,244.22,9,2023-10-23
1513,Livros,165.08,8,2023-04-21
1514,Livros,263.27,5,2023-01-09
1515,Alimentos,184.35,2,2023-09-16
1516,Vestuário,178.17,6,2023-11-03
1517,Casa,140.04,7,2023-04-01
1518,Casa,274.81,7,2023-10-12
1519,Alimentos,227.62,5,2023-01-14
1520,Livros,106.2,9,2023-07-19
1521,Eletrônicos,16.35,6,2023-02-10
1522,Livros,83.96,9,2023-11-16
1523,Alimentos,30.99,8,2023-06-01
1524,Casa,221.48,9,2023-01-11
1525,Livros,120.3,1,2023-09-18
1526,Casa,216.02,2,2023-02-25
1527,Eletrônicos,171.43,8,2023-09-10
1528,Casa,273.63,6,2023-02-08
1529,Casa,364.69,1,2023-05-16
1530,Vestuário,244.86,1,2023-04-25
1531,Vestuário,40.36,1,2023-06-02
1532,Vestuário,18.58,3,2023-04-22
1533,Casa,114.48,9,2023-09-12
1534,Alimentos,218.23,6,2023-03-05
1535,Casa,32.0,2,2023-06-18
1536,Alimentos,170.59,8,2023-02-11
1537,Alimentos,444.64,3,2023-08-01
1538,Vestuário,54.11,1,2023-03-11
1539,Livros,474.77,6,2023-05-26
1540,Eletrônicos,429.77,4,2023-11-06
1541,Vestuário,417.57,6,2023-03-12
1542,Vestuário,433.19,8,2023-12-22
1543,Livros,49.22,4,2023-06-17
1544,Eletrônicos,84.07,4,2023-09-13
1545,Casa,75.84,6,2023-05-26
1546,Casa,64.51,2,2023-01-02
1547,Vestuário,170.58,3,2023-02-06
1548,Eletrônicos,416.81,2,2023-07-31
1549,Vestuário,133.46,9,2023-02-07
1550,Alimentos,129.67,4,2023-05-18
1551,Vestuário,341.19,3,2023-11-17
1552,Vestuário,57.49,2,2023-03-14
1553,Casa,186.54,1,2023-03-03
1554,Casa,154.76,2,2023-02-04
1555,Casa,425.18,4,2023-09-13
1556,Alimentos,262.11,4,2023-03-06
1557,Casa,326.77,7,2023-02-05
1558,Eletrônicos,73.23,3,2023-10-24
1559,Livros,465.17,7,2023-06-11
1560,Eletrônicos,168.0,4,2023-07-18
1561,Eletrônicos,356.35,9,2023-01-23
1562,Casa,477.77,7,2023-07-12
1563,Livros,259.24,2,2023-01-11
1564,Livros,258.69,9,2023-03-25
1565,Livros,67.45,9,2023-08-30
1566,Alimentos,201.24,2,2023-10-03
1567,Casa,427.71,8,2023-10-15
1568,Livros,76.2,7,2023-04-06
1569,Alimentos,459.58,1,2023-07-31
1570,Vestuário,336.98,1,2023-01-27
1571,Vestuário,216.27,8,2023-03-09
1572,Alimentos,277.78,5,2023-08-29
1573,Alimentos,83.74,9,2023-03-26
1574,Casa,116.57,3,2023-03-05
1575,Casa,150.34,3,2023-10-06
1576,Vestuário,198.57,8,2023-08-15
1577,Livros,458.61,5,2023-11-15
1578,Vestuário,190.11,1,2023-11-22
1579,Livros,266.68,9,2023-06-09
1580,Livros,89.39,2,2023-07-17
1581,Casa,370.63,7,2023-02-11
1582,Eletrônicos,284.54,8,2023-03-31
1583,Eletrônicos,225.55,4,2023-11-11
1584,Alimentos,474.12,3,2023-03-06
1585,Casa,446.42,1,2023-01-21
1586,Livros,333.16,7,2023-01-22
1587,Eletrônicos,461.69,7,2023-04-11
1588,Livros,286.74,9,2023-09-08
1589,Eletrônicos,415.2,6,2023-03-26
1590,Eletrônicos,210.64,4,2023-07-26
1591,Eletrônicos,52.5,1,2023-01-10
1592,Casa,497.13,6,2023-04-30
1593,Vestuário,91.16,2,2023-11-26
1594,Livros,133.24,9,2023-06-20
1595,Casa,89.92,7,2023-08-06
1596,Casa,175.36,1,2023-09-20
1597,Casa,151.75,4,2023-01-09
1598,Casa,304.54,5,2023-11-08
1599,Casa,498.27,3,2023-11-29
1600,Alimentos,35.73,9,2023-04-06
1601,Livros,391.44,9,2023-04-13
1602,Casa,72.72,9,2023-07-13
1603,Livros,19.72,2,2023-06-27
1604,Alimentos,322.9,3,2023-07-17
1605,Alimentos,437.92,7,2023-06-24
1606,Livros,96.39,6,2023-08-24
1607,Eletrônicos,177.39,8,2023-12-04
1608,Vestuário,92.69,1,2023-07-27
1609,Eletrônicos,454.19,8,2023-05-13
1610,Eletrônicos,142.48,1,2023-06-12
1611,Eletrônicos,227.91,6,2023-10-16
1612,Casa,448.42,8,2023-07-31
1613,Alimentos,280.91,7,2023-09-13
1614,Eletrônicos,467.1,3,2023-12-20
1615,Alimentos,463.96,7,2023-12-20
1616,Livros,236.18,3,2023-04-25
1617,Vestuário,295.37,3,2023-08-14
1618,Livros,122.85,5,2023-10-15
1619,Livros,495.36,2,2023-10-09
1620,Casa,146.38,1,2023-10-01
1621,Vestuário,393.82,4,2023-06-15
1622,Livros,163.35,4,2023-12-11
1623,Livros,163.39,4,2023-08-23
1624,Vestuário,60.89,9,2023-06-05
1625,Vestuário,284.35,3,2023-11-17
1626,Livros,129.97,6,2023-07-15
1627,Vestuário,82.71,7,2023-09-29
1628,Livros,121.07,7,2023-07-25
1629,Livros,133.04,5,2023-06-29
1630,Casa,257.0,2,2023-05-10
1631,Eletrônicos,199.1,2,2023-01-13
1632,Livros,46.99,9,2023-05-05
1633,Alimentos,272.65,1,2023-03-16
1634,Eletrônicos,396.0,1,2023-06-12
1635,Eletrônicos,291.38,8,2023-03-25
1636,Eletrônicos,487.52,7,2023-10-12
1637,Casa,58.58,9,2023-06-17
1638,Livros,412.36,6,2023-12-20
1639,Casa,257.79,3,2023-11-29
1640,Livros,265.58,2,2023-08-19
1641,Casa,264.36,7,2023-06-21
1642,Casa,169.41,1,2023-04-02
1643,Alimentos,169.03,8,2023-05-21
1644,Casa,319.6,8,2023-03-10
1645,Vestuário,31.93,9,2023-08-05
1646,Alimentos,298.51,9,2023-04-26
