produto_id,categoria,preco,quantidade,data_venda,receita
P0474,Alimentos,193.98,4,2024-01-15,775.92
P0480,Alimentos,279.98,14,2024-02-22,3919.7200000000003
P0485,Alimentos,223.96,9,2024-04-19,2015.64
P0489,Alimentos,388.59,6,2024-02-15,2331.54
P0493,Alimentos,400.97,8,2024-09-22,3207.76
P0494,Alimentos,7.81,7,2024-05-10,54.669999999999995
P0496,Alimentos,42.55,2,2024-10-31,85.1
P0497,Alimentos,480.37,7,2024-03-13,3362.59
P0499,Alimentos,214.1,6,2024-03-20,1284.6
P0501,Alimentos,210.55,9,2024-10-11,1894.95
P0509,Alimentos,104.58,14,2024-03-10,1464.12
P0520,Alimentos,160.64,4,2024-07-13,642.56
P0523,Alimentos,110.45,9,2024-11-04,994.0500000000001
P0524,Alimentos,335.9,8,2024-04-26,2687.2
P0529,Alimentos,19.07,7,2024-04-06,133.49
P0533,Alimentos,308.4,5,2024-03-24,1542.0
P0537,Alimentos,114.47,15,2024-04-19,1717.05
P0538,Alimentos,487.61,1,2024-03-19,487.61
P0539,Alimentos,216.79,15,2024-07-25,3251.85
P0540,Alimentos,297.72,15,2024-09-16,4465.8
P0541,Alimentos,487.09,5,2024-11-05,2435.45
P0542,Alimentos,63.44,1,2024-11-15,63.44
P0550,Alimentos,288.76,13,2024-11-19,3753.88
P0551,Alimentos,92.86,8,2024-10-06,742.88
P0553,Alimentos,207.88,1,2024-07-04,207.88
P0555,Alimentos,44.45,10,2024-07-03,444.5
P0556,Alimentos,101.58,11,2024-06-12,1117.3799999999999
P0562,Alimentos,181.41,4,2024-10-05,725.64
P0567,Alimentos,385.27,12,2024-02-28,4623.24
P0571,Alimentos,340.21,10,2024-01-20,3402.1
P0585,Alimentos,44.73,9,2024-07-02,402.57
P0589,Alimentos,424.22,3,2024-09-03,1272.66
P0591,Alimentos,88.54,13,2024-09-23,1151.02
P0595,Alimentos,85.64,5,2024-12-18,428.2
P0599,Alimentos,382.27,14,2024-09-09,5351.78
P0600,Alimentos,112.55,2,2024-09-28,225.1
P0603,Alimentos,466.19,8,2024-04-18,3729.52
P0604,Alimentos,55.82,12,2024-12-24,669.84
P0606,Alimentos,263.88,10,2024-01-24,2638.8
P0610,Alimentos,448.74,8,2024-05-16,3589.92
P0612,Alimentos,164.49,14,2024-03-13,2302.86
P0615,Alimentos,231.28,2,2024-03-09,462.56
P0625,Alimentos,25.1,3,2024-01-13,75.30000000000001
P0630,Alimentos,71.54,12,2024-09-19,858.48
P0631,Alimentos,268.76,11,2024-08-11,2956.3599999999997
P0632,Alimentos,462.23,4,2024-08-19,1848.92
P0635,Alimentos,399.47,5,2024-09-10,1997.3500000000001
P0638,Alimentos,76.4,6,2024-06-12,458.40000000000003
P0640,Alimentos,387.09,7,2024-04-26,2709.6299999999997
P0648,Alimentos,339.21,9,2024-06-18,3052.89
P0651,Alimentos,474.24,5,2024-11-29,2371.2
P0654,Alimentos,328.89,13,2024-02-03,4275.57
P0657,Alimentos,157.64,3,2024-08-16,472.91999999999996
P0658,Alimentos,492.42,12,2024-11-10,5909.04
P0662,Alimentos,469.8,1,2024-12-04,469.8
P0665,Alimentos,467.29,2,2024-07-04,934.58
P0666,Alimentos,306.42,10,2024-08-10,3064.2000000000003
P0670,Alimentos,343.91,15,2024-04-19,5158.650000000001
P0671,Alimentos,85.06,4,2024-04-04,340.24
P0673,Alimentos,439.03,1,2024-06-23,439.03
P0675,Alimentos,291.44,13,2024-04-23,3788.72
P0676,Alimentos,332.79,2,2024-02-14,665.58
P0677,Alimentos,297.9,4,2024-12-02,1191.6
P0678,Alimentos,199.71,6,2024-07-21,1198.26
P0681,Alimentos,101.65,8,2024-11-12,813.2
P0694,Alimentos,247.37,10,2024-06-06,2473.7
P0710,Alimentos,169.99,6,2024-07-13,1019.94
P0715,Alimentos,134.03,5,2024-06-26,670.15
P0717,Alimentos,40.23,3,2024-10-09,120.69
P0719,Alimentos,324.22,12,2024-04-19,3890.6400000000003
P0724,Alimentos,215.37,8,2024-04-20,1722.96
P0726,Alimentos,188.62,13,2024-01-24,2452.06
P0727,Alimentos,489.55,13,2024-05-29,6364.150000000001
P0728,Alimentos,431.9,8,2024-06-25,3455.2
P0729,Alimentos,65.06,8,2024-01-09,520.48
P0735,Alimentos,226.21,4,2024-08-20,904.84
P0738,Alimentos,31.69,15,2024-02-18,475.35
P0741,Alimentos,220.26,7,2024-06-12,1541.82
P0742,Alimentos,476.28,14,2024-04-26,6667.92
P0750,Alimentos,186.94,14,2024-11-29,2617.16
P0758,Alimentos,444.76,12,2024-11-02,5337.12
P0759,Alimentos,410.56,15,2024-06-25,6158.4
P0760,Alimentos,230.54,10,2024-12-15,2305.4
P0761,Alimentos,62.07,12,2024-01-27,744.84
P0766,Alimentos,488.02,8,2024-02-05,3904.16
P0770,Alimentos,280.09,11,2024-08-05,3080.99
P0772,Alimentos,260.55,3,2024-12-05,781.6500000000001
P0775,Alimentos,464.78,13,2024-03-12,6042.139999999999
P0789,Alimentos,146.3,13,2024-01-30,1901.9
P0798,Alimentos,47.13,9,2024-10-04,424.17
P0799,Alimentos,245.44,4,2024-03-18,981.76
P0808,Alimentos,379.76,14,2024-03-20,5316.639999999999
P0809,Alimentos,247.28,8,2024-02-24,1978.24
P0819,Alimentos,68.84,3,2024-10-05,206.52
P0821,Alimentos,333.5,15,2024-07-10,5002.5
P0829,Alimentos,27.21,15,2024-09-09,408.15000000000003
P0832,Alimentos,159.32,10,2024-02-01,1593.1999999999998
P0840,Alimentos,343.33,6,2024-11-15,2059.98
P0844,Alimentos,313.54,9,2024-01-21,2821.86
P0848,Alimentos,248.67,7,2024-10-20,1740.6899999999998
P0850,Alimentos,209.3,12,2024-04-25,2511.6000000000004
P0851,Alimentos,335.99,11,2024-08-31,3695.8900000000003
P0853,Alimentos,490.78,2,2024-03-11,981.56
P0860,Alimentos,14.22,5,2024-02-22,71.10000000000001
P0864,Alimentos,146.47,11,2024-09-19,1611.17
P0871,Alimentos,481.89,11,2024-12-03,5300.79
P0873,Alimentos,246.54,13,2024-09-20,3205.02
P0874,Alimentos,394.01,14,2024-07-30,5516.139999999999
P0881,Alimentos,467.04,6,2024-02-18,2802.2400000000002
P0886,Alimentos,99.02,14,2024-05-31,1386.28
P0895,Alimentos,86.14,4,2024-05-16,344.56
P0898,Alimentos,426.04,15,2024-02-21,6390.6
P0905,Alimentos,279.37,7,2024-11-02,1955.5900000000001
P0907,Alimentos,77.24,14,2024-12-18,1081.36
P0914,Alimentos,240.9,6,2024-05-24,1445.4
P0922,Alimentos,445.41,4,2024-05-03,1781.64
P0924,Alimentos,266.66,7,2024-10-15,1866.6200000000001
P0927,Alimentos,108.59,4,2024-05-28,434.36
P0930,Alimentos,94.63,10,2024-10-20,946.3
P0937,Alimentos,29.48,2,2024-10-26,58.96
P0939,Alimentos,349.88,10,2024-03-23,3498.8
P0940,Alimentos,351.49,9,2024-09-21,3163.41
P0943,Alimentos,457.6,5,2024-05-10,2288.0
P0947,Alimentos,492.89,1,2024-03-30,492.89
P0948,Alimentos,212.64,13,2024-08-11,2764.3199999999997
P0949,Alimentos,425.01,14,2024-05-02,5950.139999999999
P0953,Alimentos,320.15,11,2024-10-26,3521.6499999999996
P0958,Alimentos,489.82,12,2024-10-28,5877.84
P0959,Alimentos,214.44,3,2024-03-25,643.3199999999999
P0962,Alimentos,308.03,14,2024-11-11,4312.42
P0965,Alimentos,402.93,11,2024-12-21,4432.2300000000005
P0969,Alimentos,172.05,14,2024-05-10,2408.7000000000003
P0975,Alimentos,161.87,4,2024-12-08,647.48
P0983,Alimentos,116.31,10,2024-10-29,1163.1
P0984,Alimentos,235.08,7,2024-01-12,1645.5600000000002
P0987,Alimentos,65.42,14,2024-01-26,915.88
P0988,Alimentos,191.71,8,2024-02-21,1533.68
P0991,Alimentos,396.26,15,2024-05-07,5943.9
P0992,Alimentos,179.61,10,2024-11-18,1796.1000000000001
P0994,Alimentos,44.28,13,2024-12-16,575.64
P0998,Alimentos,427.01,4,2024-06-14,1708.04
