produto_id,categoria,preco,quantidade,data_venda,receita
P0144,Casa,484.13,3,2024-02-05,1452.3899999999999
P0148,Casa,94.48,7,2024-08-13,661.36
P0153,Casa,236.74,8,2024-01-08,1893.92
P0155,Casa,321.51,3,2024-10-29,964.53
P0156,Casa,301.88,4,2024-07-27,1207.52
P0157,Casa,419.91,10,2024-05-14,4199.1
P0162,Casa,425.06,4,2024-08-27,1700.24
P0164,Casa,162.96,3,2024-02-04,488.88
P0165,Casa,269.29,4,2024-12-06,1077.16
P0167,Casa,51.08,2,2024-03-03,102.16
P0175,Casa,435.24,7,2024-04-14,3046.6800000000003
P0178,Casa,427.91,9,2024-10-03,3851.19
P0184,Casa,499.11,4,2024-03-16,1996.44
P0187,Casa,322.47,9,2024-11-17,2902.2300000000005
P0188,Casa,376.34,15,2024-10-29,5645.099999999999
P0189,Casa,462.56,8,2024-09-10,3700.48
P0192,Casa,360.34,7,2024-07-03,2522.3799999999997
P0194,Casa,273.35,6,2024-06-03,1640.1000000000001
P0211,Casa,197.24,3,2024-02-24,591.72
P0214,Casa,190.03,5,2024-08-19,950.15
P0217,Casa,452.45,12,2024-12-30,5429.4
P0218,Casa,239.08,5,2024-05-06,1195.4
P0228,Casa,438.51,8,2024-09-16,3508.08
P0232,Casa,381.21,13,2024-10-22,4955.73
P0234,Casa,455.69,7,2024-07-25,3189.83
P0237,Casa,485.1,1,2024-11-29,485.1
P0238,Casa,63.66,14,2024-01-25,891.24
P0246,Casa,391.22,10,2024-07-02,3912.2000000000003
P0248,Casa,288.91,5,2024-08-30,1444.5500000000002
P0257,Casa,212.67,4,2024-03-17,850.68
P0262,Casa,443.83,4,2024-06-04,1775.32
P0268,Casa,411.6,6,2024-08-13,2469.6000000000004
P0284,Casa,78.71,4,2024-05-29,314.84
P0286,Casa,340.36,7,2024-03-15,2382.52
P0287,Casa,186.49,4,2024-06-10,745.96
P0288,Casa,59.79,4,2024-09-10,239.16
P0289,Casa,157.92,14,2024-03-25,2210.8799999999997
P0296,Casa,81.91,11,2024-02-23,901.01
P0305,Casa,382.49,2,2024-09-12,764.98
P0306,Casa,449.57,6,2024-04-29,2697.42
P0308,Casa,304.08,15,2024-04-06,4561.2
P0309,Casa,455.59,7,2024-06-22,3189.1299999999997
P0312,Casa,394.62,14,2024-08-03,5524.68
P0315,Casa,418.32,1,2024-03-29,418.32
P0316,Casa,436.66,1,2024-04-09,436.66
P0320,Casa,109.55,8,2024-06-23,876.4
P0324,Casa,382.26,5,2024-01-20,1911.3
P0327,Casa,38.99,12,2024-12-05,467.88
P0328,Casa,295.47,4,2024-03-23,1181.88
P0331,Casa,19.6,5,2024-09-17,98.0
P0332,Casa,371.43,9,2024-07-10,3342.87
P0334,Casa,402.97,5,2024-04-22,2014.8500000000001
P0339,Casa,246.19,11,2024-02-24,2708.09
P0340,Casa,214.13,13,2024-02-01,2783.69
P0342,Casa,165.77,14,2024-06-21,2320.78
P0345,Casa,102.73,5,2024-10-18,513.65
P0348,Casa,164.02,13,2024-10-01,2132.26
P0349,Casa,68.21,14,2024-04-21,954.9399999999999
P0355,Casa,351.75,8,2024-01-22,2814.0
P0357,Casa,484.25,7,2024-08-29,3389.75
P0359,Casa,109.92,6,2024-02-24,659.52
P0362,Casa,119.92,11,2024-04-01,1319.1200000000001
P0367,Casa,262.23,13,2024-04-19,3408.9900000000002
P0369,Casa,16.14,8,2024-07-04,129.12
P0371,Casa,205.14,12,2024-02-13,2461.68
P0372,Casa,327.41,6,2024-08-01,1964.46
P0376,Casa,107.33,1,2024-10-28,107.33
P0378,Casa,449.56,1,2024-11-20,449.56
P0379,Casa,266.7,4,2024-08-10,1066.8
P0380,Casa,334.22,7,2024-02-01,2339.54
P0382,Casa,177.89,7,2024-12-23,1245.23
P0383,Casa,105.38,13,2024-07-16,1369.94
P0389,Casa,211.09,2,2024-12-11,422.18
P0396,Casa,388.85,14,2024-05-12,5443.900000000001
P0400,Casa,368.2,10,2024-12-02,3682.0
P0401,Casa,50.6,2,2024-10-13,101.2
P0410,Casa,275.39,11,2024-12-22,3029.29
P0415,Casa,437.91,14,2024-02-10,6130.740000000001
P0417,Casa,402.81,4,2024-10-05,1611.24
P0419,Casa,147.07,8,2024-11-30,1176.56
P0426,Casa,422.7,7,2024-04-22,2958.9
P0427,Casa,206.06,9,2024-11-07,1854.54
P0434,Casa,453.64,5,2024-04-21,2268.2
P0439,Casa,289.7,11,2024-04-23,3186.7
P0441,Casa,321.65,12,2024-09-24,3859.7999999999997
P0442,Casa,351.32,1,2024-07-27,351.32
P0445,Casa,32.27,5,2024-01-22,161.35000000000002
P0446,Casa,170.95,5,2024-09-02,854.75
P0449,Casa,486.34,11,2024-07-01,5349.74
P0451,Casa,482.45,1,2024-03-18,482.45
P0452,Casa,104.85,13,2024-08-23,1363.05
P0460,Casa,240.27,11,2024-12-08,2642.9700000000003
P0464,Casa,495.29,4,2024-03-26,1981.16
P0465,Casa,297.96,12,2024-05-17,3575.5199999999995
P0468,Casa,309.49,8,2024-07-23,2475.92
P0471,Casa,448.8,3,2024-07-06,1346.4
P0478,Casa,141.87,11,2024-09-05,1560.5700000000002
P0482,Casa,459.39,1,2024-03-23,459.39
P0484,Casa,92.28,2,2024-09-20,184.56
P0486,Casa,492.76,5,2024-09-24,2463.8
P0488,Casa,106.12,15,2024-07-03,1591.8000000000002
P0497,Casa,189.34,10,2024-05-17,1893.4
P0501,Casa,489.79,10,2024-04-09,4897.900000000001
P0508,Casa,13.74,8,2024-08-21,109.92
P0512,Casa,149.72,6,2024-06-22,898.3199999999999
P0514,Casa,5.57,3,2024-01-21,16.71
P0517,Casa,281.88,14,2024-05-06,3946.3199999999997
P0519,Casa,411.29,11,2024-11-11,4524.1900000000005
P0520,Casa,423.86,5,2024-01-29,2119.3
P0542,Casa,481.41,13,2024-05-17,6258.33
P0553,Casa,112.47,3,2024-04-29,337.40999999999997
P0558,Casa,43.58,5,2024-12-19,217.89999999999998
P0563,Casa,285.81,1,2024-11-26,285.81
P0567,Casa,236.73,8,2024-10-07,1893.84
P0576,Casa,42.62,3,2024-12-18,127.85999999999999
P0580,Casa,460.03,15,2024-03-10,6900.45
P0586,Casa,108.75,3,2024-01-15,326.25
P0587,Casa,144.97,15,2024-08-28,2174.55
P0588,Casa,362.46,6,2024-07-23,2174.7599999999998
P0597,Casa,456.23,1,2024-04-20,456.23
P0599,Casa,430.63,6,2024-02-18,2583.7799999999997
P0600,Casa,91.55,10,2024-10-06,915.5
P0603,Casa,208.58,9,2024-12-12,1877.22
P0612,Casa,423.79,3,2024-02-02,1271.3700000000001
P0614,Casa,266.51,3,2024-03-21,799.53
P0615,Casa,173.17,7,2024-02-07,1212.1899999999998
P0617,Casa,463.16,15,2024-08-05,6947.400000000001
P0619,Casa,141.45,14,2024-09-10,1980.2999999999997
P0622,Casa,268.86,10,2024-08-16,2688.6000000000004
P0623,Casa,194.21,10,2024-08-06,1942.1000000000001
P0628,Casa,185.9,8,2024-03-13,1487.2
P0631,Casa,119.42,15,2024-06-30,1791.3
P0633,Casa,352.49,3,2024-01-05,1057.47
P0634,Casa,372.03,15,2024-11-07,5580.45
P0639,Casa,46.29,14,2024-06-02,648.06
P0650,Casa,246.72,11,2024-11-14,2713.92
P0651,Casa,99.3,1,2024-02-29,99.3
P0655,Casa,155.32,7,2024-11-23,1087.24
P0656,Casa,293.8,11,2024-08-10,3231.8
P0658,Casa,317.69,8,2024-12-08,2541.52
P0660,Casa,49.58,6,2024-08-20,297.48
P0663,Casa,469.53,14,2024-10-26,6573.42
P0664,Casa,383.08,1,2024-12-26,383.08
P0665,Casa,21.82,4,2024-07-02,87.28
P0676,Casa,86.83,2,2024-03-08,173.66
P0677,Casa,265.34,3,2024-04-28,796.02
P0685,Casa,435.84,14,2024-04-19,6101.759999999999
P0687,Casa,191.6,2,2024-06-19,383.2
P0688,Casa,216.7,14,2024-06-06,3033.7999999999997
P0691,Casa,186.6,5,2024-03-17,933.0
P0694,Casa,204.05,4,2024-05-20,816.2
P0696,Casa,145.39,4,2024-02-03,581.56
P0700,Casa,99.23,1,2024-01-09,99.23
P0709,Casa,173.36,14,2024-07-21,2427.04
P0712,Casa,355.35,3,2024-04-02,1066.0500000000002
P0719,Casa,188.04,8,2024-03-18,1504.32
P0720,Casa,415.56,10,2024-12-01,4155.6
P0729,Casa,146.26,9,2024-11-29,1316.34
P0730,Casa,346.74,15,2024-07-05,5201.1
P0735,Casa,265.42,13,2024-01-03,3450.46
P0736,Casa,26.02,3,2024-05-12,78.06
P0738,Casa,175.39,15,2024-10-27,2630.85
P0739,Casa,15.35,8,2024-07-27,122.8
P0747,Casa,151.73,2,2024-11-06,303.46
P0755,Casa,285.09,10,2024-04-17,2850.8999999999996
P0756,Casa,87.35,11,2024-08-12,960.8499999999999
P0762,Casa,358.42,4,2024-12-04,1433.68
P0765,Casa,85.79,1,2024-11-01,85.79
P0774,Casa,441.67,3,2024-09-20,1325.01
P0775,Casa,103.84,11,2024-11-10,1142.24
P0776,Casa,55.75,12,2024-06-01,669.0
P0778,Casa,107.79,12,2024-06-25,1293.48
P0781,Casa,131.18,15,2024-04-16,1967.7
P0782,Casa,160.34,3,2024-04-25,481.02
P0793,Casa,85.38,9,2024-10-25,768.42
P0795,Casa,243.64,15,2024-07-27,3654.6
P0798,Casa,322.51,15,2024-10-31,4837.65
P0801,Casa,157.1,13,2024-01-26,2042.3
P0804,Casa,205.22,7,2024-07-17,1436.54
P0809,Casa,238.33,15,2024-08-14,3574.9500000000003
P0811,Casa,30.55,5,2024-05-10,152.75
P0812,Casa,167.25,5,2024-01-05,836.25
P0813,Casa,276.66,13,2024-03-12,3596.5800000000004
P0820,Casa,389.68,11,2024-12-16,4286.4800000000005
P0821,Casa,229.29,1,2024-09-20,229.29
P0824,Casa,108.22,15,2024-05-11,1623.3
P0825,Casa,195.01,3,2024-07-03,585.03
P0826,Casa,341.13,10,2024-09-17,3411.3
P0831,Casa,98.03,9,2024-05-01,882.27
P0835,Casa,113.03,13,2024-04-16,1469.39
P0842,Casa,373.22,6,2024-05-31,2239.32
P0844,Casa,465.73,3,2024-09-23,1397.19
P0847,Casa,463.89,2,2024-07-26,927.78
P0848,Casa,267.69,2,2024-04-06,535.38
P0850,Casa,272.45,5,2024-10-07,1362.25
P0851,Casa,33.73,4,2024-09-07,134.92
P0852,Casa,315.85,15,2024-02-17,4737.75
P0854,Casa,5.53,14,2024-05-06,77.42
P0856,Casa,314.61,8,2024-11-14,2516.88
P0858,Casa,210.83,12,2024-05-23,2529.96
P0859,Casa,393.32,12,2024-10-13,4719.84
P0873,Casa,299.16,4,2024-12-09,1196.64
P0877,Casa,237.9,8,2024-10-16,1903.2
P0881,Casa,474.68,5,2024-03-12,2373.4
P0885,Casa,343.28,14,2024-06-25,4805.92
P0889,Casa,387.69,2,2024-06-29,775.38
P0893,Casa,174.68,13,2024-01-31,2270.84
P0897,Casa,141.12,4,2024-02-19,564.48
P0899,Casa,200.47,3,2024-09-07,601.41
P0902,Casa,76.03,8,2024-08-22,608.24
P0903,Casa,6.85,15,2024-07-25,102.75
P0905,Casa,408.92,1,2024-05-23,408.92
P0908,Casa,106.57,9,2024-02-03,959.1299999999999
P0910,Casa,35.17,6,2024-05-26,211.02
P0920,Casa,106.22,9,2024-08-23,955.98
P0929,Casa,19.18,3,2024-03-23,57.54
P0938,Casa,267.23,8,2024-07-31,2137.84
P0940,Casa,242.59,2,2024-07-26,485.18
P0941,Casa,128.87,4,2024-10-04,515.48
P0951,Casa,273.68,2,2024-11-17,547.36
P0955,Casa,482.66,7,2024-04-11,3378.6200000000003
P0959,Casa,485.82,4,2024-02-19,1943.28
P0960,Casa,207.91,8,2024-09-06,1663.28
P0962,Casa,239.52,7,2024-11-29,1676.64
P0965,Casa,492.91,15,2024-06-21,7393.650000000001
P0970,Casa,75.6,8,2024-04-26,604.8
P0975,Casa,430.54,8,2024-07-04,3444.32
P0980,Casa,275.71,8,2024-10-10,2205.68
P0989,Casa,208.56,15,2024-10-01,3128.4
P0990,Casa,29.27,10,2024-08-28,292.7
P0992,Casa,418.5,5,2024-06-17,2092.5
P0994,Casa,483.21,7,2024-12-06,3382.47
P0996,Casa,450.94,2,2024-11-26,901.88
P0998,Casa,42.83,14,2024-05-03,599.62
