produto_id,categoria,preco,quantidade,data_venda,receita
P0321,Vestuario,333.3,5,2024-01-09,1666.5
P0325,Vestuario,278.88,15,2024-10-18,4183.2
P0333,Vestuario,32.65,7,2024-12-21,228.54999999999998
P0341,Vestuario,304.95,10,2024-11-30,3049.5
P0343,Vestuario,399.6,9,2024-07-25,3596.4
P0356,Vestuario,117.15,14,2024-02-02,1640.1000000000001
P0363,Vestuario,471.06,3,2024-03-10,1413.18
P0365,Vestuario,376.6,2,2024-01-24,753.2
P0381,Vestuario,226.73,1,2024-01-30,226.73
P0387,Vestuario,390.08,6,2024-11-17,2340.48
P0391,Vestuario,6.06,9,2024-02-28,54.54
P0402,Vestuario,144.44,7,2024-08-21,1011.0799999999999
P0404,Vestuario,8.14,11,2024-11-05,89.54
P0408,Vestuario,319.62,1,2024-11-14,319.62
P0409,Vestuario,355.36,13,2024-05-28,4619.68
P0413,Vestuario,21.19,14,2024-09-19,296.66
P0418,Vestuario,231.61,14,2024-02-03,3242.54
P0421,Vestuario,456.4,7,2024-12-27,3194.7999999999997
P0422,Vestuario,274.6,7,2024-06-14,1922.2000000000003
P0423,Vestuario,475.2,9,2024-08-25,4276.8
P0435,Vestuario,299.45,3,2024-05-23,898.3499999999999
P0457,Vestuario,468.15,12,2024-08-07,5617.799999999999
P0463,Vestuario,182.63,8,2024-06-07,1461.04
P0470,Vestuario,249.85,6,2024-12-27,1499.1
P0481,Vestuario,243.79,1,2024-12-19,243.79
P0485,Vestuario,213.71,3,2024-12-30,641.13
P0490,Vestuario,240.69,3,2024-04-08,722.0699999999999
P0492,Vestuario,254.45,1,2024-09-21,254.45
P0495,Vestuario,376.3,6,2024-06-29,2257.8
P0502,Vestuario,163.67,11,2024-06-16,1800.37
P0506,Vestuario,246.87,9,2024-11-24,2221.83
P0507,Vestuario,116.15,1,2024-12-25,116.15
P0509,Vestuario,291.91,4,2024-10-14,1167.64
P0510,Vestuario,287.5,1,2024-03-26,287.5
P0511,Vestuario,122.46,1,2024-09-23,122.46
P0515,Vestuario,397.32,2,2024-07-05,794.64
P0518,Vestuario,180.94,14,2024-06-18,2533.16
P0523,Vestuario,339.66,3,2024-05-31,1018.98
P0526,Vestuario,184.16,2,2024-09-30,368.32
P0532,Vestuario,328.86,9,2024-03-19,2959.7400000000002
P0534,Vestuario,380.86,8,2024-01-08,3046.88
P0535,Vestuario,71.94,3,2024-10-19,215.82
P0540,Vestuario,6.58,12,2024-06-06,78.96000000000001
P0541,Vestuario,272.55,12,2024-01-17,3270.6000000000004
P0543,Vestuario,154.79,12,2024-10-19,1857.48
P0547,Vestuario,282.78,1,2024-06-21,282.78
P0549,Vestuario,294.8,3,2024-08-18,884.4000000000001
P0550,Vestuario,341.76,13,2024-05-07,4442.88
P0551,Vestuario,75.95,8,2024-10-28,607.6
P0552,Vestuario,411.77,11,2024-02-20,4529.469999999999
P0555,Vestuario,367.37,3,2024-02-20,1102.1100000000001
P0559,Vestuario,19.34,4,2024-02-25,77.36
P0560,Vestuario,290.95,13,2024-06-15,3782.35
P0570,Vestuario,284.89,5,2024-02-17,1424.4499999999998
P0571,Vestuario,220.37,7,2024-03-11,1542.5900000000001
P0572,Vestuario,203.78,2,2024-04-18,407.56
P0573,Vestuario,94.98,12,2024-05-19,1139.76
P0574,Vestuario,434.84,1,2024-04-14,434.84
P0575,Vestuario,31.17,10,2024-05-17,311.70000000000005
P0582,Vestuario,396.96,13,2024-06-25,5160.48
P0583,Vestuario,445.47,2,2024-09-24,890.94
P0585,Vestuario,330.44,15,2024-10-23,4956.6
P0589,Vestuario,433.5,3,2024-07-25,1300.5
P0591,Vestuario,395.85,8,2024-06-21,3166.8
P0593,Vestuario,292.5,11,2024-02-29,3217.5
P0596,Vestuario,467.77,15,2024-04-11,7016.549999999999
P0598,Vestuario,334.11,2,2024-07-20,668.22
P0601,Vestuario,235.9,13,2024-01-09,3066.7000000000003
P0607,Vestuario,476.91,3,2024-03-01,1430.73
P0608,Vestuario,361.6,6,2024-06-28,2169.6000000000004
P0620,Vestuario,473.96,7,2024-06-02,3317.72
P0625,Vestuario,35.05,13,2024-05-18,455.65
P0626,Vestuario,326.35,10,2024-09-15,3263.5
P0629,Vestuario,487.36,10,2024-10-30,4873.6
P0636,Vestuario,312.5,9,2024-11-23,2812.5
P0637,Vestuario,265.96,14,2024-12-09,3723.4399999999996
P0643,Vestuario,297.98,10,2024-09-27,2979.8
P0653,Vestuario,222.15,3,2024-06-15,666.45
P0659,Vestuario,321.61,11,2024-08-22,3537.71
P0667,Vestuario,63.44,7,2024-07-28,444.08
P0670,Vestuario,145.9,13,2024-06-14,1896.7
P0671,Vestuario,201.36,14,2024-09-17,2819.04
P0680,Vestuario,343.66,7,2024-05-13,2405.6200000000003
P0681,Vestuario,434.98,7,2024-09-15,3044.86
P0683,Vestuario,477.62,8,2024-12-05,3820.96
P0686,Vestuario,6.73,9,2024-11-16,60.57000000000001
P0693,Vestuario,492.45,8,2024-04-09,3939.6
P0701,Vestuario,26.98,10,2024-08-28,269.8
P0705,Vestuario,483.08,9,2024-12-04,4347.72
P0707,Vestuario,406.25,5,2024-10-29,2031.25
P0715,Vestuario,436.58,4,2024-10-17,1746.32
P0716,Vestuario,495.2,9,2024-01-14,4456.8
P0717,Vestuario,492.43,7,2024-01-21,3447.01
P0718,Vestuario,11.06,13,2024-03-19,143.78
P0733,Vestuario,467.0,9,2024-12-28,4203.0
P0741,Vestuario,220.76,4,2024-04-04,883.04
P0753,Vestuario,167.95,14,2024-07-27,2351.2999999999997
P0757,Vestuario,242.15,3,2024-02-25,726.45
P0758,Vestuario,339.08,12,2024-11-01,4068.96
P0766,Vestuario,82.39,14,2024-03-02,1153.46
P0767,Vestuario,334.14,12,2024-08-16,4009.68
P0768,Vestuario,400.71,6,2024-04-13,2404.2599999999998
P0769,Vestuario,462.62,5,2024-07-13,2313.1
P0773,Vestuario,192.01,2,2024-12-11,384.02
P0779,Vestuario,284.37,15,2024-02-26,4265.55
P0783,Vestuario,368.93,3,2024-04-02,1106.79
P0788,Vestuario,460.51,9,2024-05-14,4144.59
P0790,Vestuario,227.56,14,2024-11-12,3185.84
P0792,Vestuario,367.66,5,2024-01-23,1838.3000000000002
P0802,Vestuario,421.21,13,2024-04-20,5475.73
P0805,Vestuario,10.96,4,2024-10-10,43.84
P0814,Vestuario,255.95,6,2024-12-24,1535.6999999999998
P0815,Vestuario,76.97,8,2024-03-13,615.76
P0817,Vestuario,223.71,14,2024-08-17,3131.94
P0819,Vestuario,372.42,7,2024-10-17,2606.94
P0827,Vestuario,157.03,7,2024-01-28,1099.21
P0828,Vestuario,287.43,12,2024-09-30,3449.16
P0829,Vestuario,353.83,15,2024-01-13,5307.45
P0830,Vestuario,232.15,3,2024-07-31,696.45
P0834,Vestuario,479.18,10,2024-03-25,4791.8
P0837,Vestuario,235.81,5,2024-11-25,1179.05
P0839,Vestuario,494.57,14,2024-11-13,6923.98
P0840,Vestuario,477.58,12,2024-02-23,5730.96
P0857,Vestuario,393.95,14,2024-05-28,5515.3
P0867,Vestuario,357.11,5,2024-10-16,1785.5500000000002
P0872,Vestuario,148.5,12,2024-05-12,1782.0
P0884,Vestuario,189.84,13,2024-07-22,2467.92
P0887,Vestuario,375.39,6,2024-12-01,2252.34
P0888,Vestuario,336.86,2,2024-09-27,673.72
P0890,Vestuario,219.9,12,2024-11-25,2638.8
P0891,Vestuario,186.17,12,2024-05-04,2234.04
P0895,Vestuario,181.77,15,2024-11-12,2726.55
P0898,Vestuario,156.56,10,2024-09-23,1565.6
P0906,Vestuario,463.37,15,2024-12-23,6950.55
P0907,Vestuario,318.34,2,2024-12-03,636.68
P0911,Vestuario,321.01,8,2024-01-04,2568.08
P0921,Vestuario,291.22,10,2024-11-09,2912.2000000000003
P0923,Vestuario,343.87,14,2024-06-12,4814.18
P0925,Vestuario,111.68,5,2024-01-18,558.4000000000001
P0927,Vestuario,242.65,4,2024-09-15,970.6
P0931,Vestuario,307.36,7,2024-07-04,2151.52
P0934,Vestuario,274.93,9,2024-12-21,2474.37
P0936,Vestuario,7.48,12,2024-03-16,89.76
P0942,Vestuario,386.41,8,2024-07-20,3091.28
P0943,Vestuario,339.5,13,2024-02-19,4413.5
P0944,Vestuario,318.41,13,2024-06-18,4139.33
P0945,Vestuario,124.69,2,2024-10-26,249.38
P0948,Vestuario,422.55,1,2024-12-19,422.55
P0950,Vestuario,129.35,10,2024-12-19,1293.5
P0956,Vestuario,108.66,10,2024-11-17,1086.6
P0964,Vestuario,107.86,11,2024-08-14,1186.46
P0968,Vestuario,310.1,13,2024-09-15,4031.3
P0971,Vestuario,321.28,12,2024-07-30,3855.3599999999997
P0972,Vestuario,99.84,15,2024-09-28,1497.6000000000001
P0978,Vestuario,26.55,7,2024-09-05,185.85
P0979,Vestuario,132.62,14,2024-07-08,1856.68
P0981,Vestuario,6.34,13,2024-12-07,82.42
P0983,Vestuario,203.57,10,2024-06-09,2035.6999999999998
P0984,Vestuario,231.64,9,2024-03-12,2084.7599999999998
P0986,Vestuario,452.02,11,2024-07-17,4972.219999999999
P0987,Vestuario,193.71,15,2024-12-11,2905.65
P0993,Vestuario,493.21,1,2024-09-06,493.21
P0999,Vestuario,162.15,15,2024-01-20,2432.25
